date,experiment,run,run.total,colony.id,species,site,timepoint,history,treatment,tank,chamber,channel,coral.vol,light.start,light.stop,light.temp,dark.start,dark.stop,dark.temp,light.level,surface.area,Notes,chamber.vol,Notes
20230925,patch-rim,3,13,PAST-C0786,PAST,BB,Initial,Ambient,Ambient,3,6,6,41,15:29:00,15:46:00,NA,15:46:00,16:03:00,NA,NA,NA,NA,599,
20230925,patch-rim,4,14,PAST-C0908,PAST,BB,Initial,Heated,Ambient,3,7,7,36,16:32:00,16:52:00,NA,16:55:00,17:15:00,NA,NA,NA,NA,604,
20230925,patch-rim,4,14,PAST-D0503,PAST,BB,Initial,Ambient,Heated,3,8,8,39,16:32:00,16:52:00,NA,16:55:00,17:15:00,NA,NA,NA,NA,601,
20230925,patch-rim,4,14,PAST-D0599,PAST,BB,Initial,Heated,Heated,3,9,9,36,16:32:00,16:52:00,NA,16:55:00,17:15:00,NA,NA,NA,NA,604,
20230925,patch-rim,4,14,PAST-E0847,PAST,BB,Initial,Ambient,Heated,3,10,10,47,16:32:00,16:52:00,NA,16:55:00,17:15:00,NA,NA,NA,NA,593,
20230925,patch-rim,4,14,PAST-E0839,PAST,BB,Initial,Heated,Heated,3,11,11,30.5,16:32:00,16:52:00,NA,16:55:00,17:15:00,NA,NA,NA,NA,609.5,
20230925,patch-rim,4,14,BLNK-BL014,NA,NA,Initial,NA,NA,3,12,12,0,16:32:00,16:52:00,NA,16:55:00,17:15:00,NA,NA,NA,NA,640,
20230925,patch-rim,5,15,PAST-F1021,PAST,BB,Initial,Ambient,Ambient,3,1,1,21,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,619,
20230925,patch-rim,5,15,PAST-F0205,PAST,BB,Initial,Heated,Heated,3,2,2,32.5,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,607.5,
20230925,patch-rim,5,15,PAST-G0559,PAST,BB,Initial,Ambient,NA,3,3,3,41.5,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,NA,
20230925,patch-rim,5,15,PAST-G0689,PAST,BB,Initial,Heated,Heated,3,4,4,49,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,591,
20230925,patch-rim,5,15,PAST-H0896,PAST,BB,Initial,Ambient,Heated,3,5,5,29,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,611,
20230925,patch-rim,5,15,PAST-H0834,PAST,BB,Initial,Heated,Ambient,3,6,6,35,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,605,
20230925,patch-rim,5,15,PAST-A0510,PAST,BB,Initial,Ambient,NA,3,7,7,59,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,581,
20230925,patch-rim,5,15,PAST-A0218,PAST,BB,Initial,Heated,Heated,3,8,8,25,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,615,
20230925,patch-rim,5,15,PAST-J0914,PAST,BB,Initial,Ambient,Heated,3,9,9,38,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,602,
20230925,patch-rim,5,15,PAST-J0309,PAST,BB,Initial,Heated,Ambient,3,10,10,44.5,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,595.5,
20230925,patch-rim,5,15,BLNK-BL015,NA,NA,Initial,NA,NA,3,11,11,0,9:54:00,10:14:00,NA,10:16:00,10:36:00,NA,NA,NA,NA,640,
20230926,patch-rim,1,16,PAST-B0702,PAST,BB,Initial,Ambient,NA,3,1,1,38,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,NA,
20230926,patch-rim,1,16,PAST-B0530,PAST,BB,Initial,Heated,Heated,3,2,2,31,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,NA,
20230926,patch-rim,1,16,PAST-C0682,PAST,BB,Initial,Ambient,Heated,3,3,3,32.5,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,607.5,
20230926,patch-rim,1,16,PAST-C0698,PAST,BB,Initial,Heated,NA,3,4,4,NA,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,NA,
20230926,patch-rim,1,16,BLNK-BL016,NA,NA,Initial,NA,NA,3,5,5,0,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,640,
20230926,patch-rim,1,16,PAST-D0407,PAST,BB,Initial,Ambient,NA,3,6,6,26.5,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,NA,
20230926,patch-rim,1,16,PAST-D0477,PAST,BB,Initial,Heated,NA,3,7,7,33.5,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,NA,
20230926,patch-rim,1,16,PAST-E0867,PAST,BB,Initial,Ambient,Ambient,3,8,8,45,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,595,
20230926,patch-rim,1,16,PAST-E0587,PAST,BB,Initial,Heated,Ambient,3,9,9,40,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,600,
20230926,patch-rim,1,16,PAST-F0583,PAST,BB,Initial,Ambient,Heated,3,10,10,34.5,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,605.5,
20230926,patch-rim,1,16,PAST-F0293,PAST,BB,Initial,Heated,NA,3,11,11,35.5,11:09:00,11:29:00,NA,11:32:00,11:52:00,NA,NA,NA,NA,NA,
20230926,patch-rim,2,17,PAST-A0266,PAST,HR,Initial,Ambient,Ambient,6,1,1,44,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,596,
20230926,patch-rim,2,17,PAST-A0330,PAST,HR,Initial,Heated,Heated,6,2,2,22,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,618,
20230926,patch-rim,2,17,PAST-B0684,PAST,HR,Initial,Ambient,Heated,6,3,3,NA,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,NA,
20230926,patch-rim,2,17,PAST-B1010,PAST,HR,Initial,Heated,NA,6,4,4,25,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,NA,
20230926,patch-rim,2,17,PAST-C0825,PAST,HR,Initial,Ambient,NA,6,5,5,37,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,NA,
20230926,patch-rim,2,17,PAST-C0338,PAST,HR,Initial,Heated,Heated,6,6,6,22,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,618,
20230926,patch-rim,2,17,PAST-D0474,PAST,HR,Initial,Ambient,NA,6,7,7,34,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,NA,
20230926,patch-rim,2,17,PAST-D0622,PAST,HR,Initial,Heated,Heated,6,8,8,35,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,NA,
20230926,patch-rim,2,17,BLNK-BL017,NA,NA,Initial,NA,NA,6,9,9,0,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,640,
20230926,patch-rim,2,17,PAST-E0944,PAST,HR,Initial,Ambient,NA,6,10,10,52.5,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,NA,
20230926,patch-rim,2,17,PAST-E0628,PAST,HR,Initial,Heated,Heated,6,11,11,50,12:55:00,13:15:00,NA,13:18:00,13:38:00,NA,NA,NA,Computer shut down mid light cycle - samples re-run on 27 Sept,590,
20230926,patch-rim,3,18,BLNK-BL018,NA,NA,Initial,Ambient,NA,6,1,1,0,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,640,
20230926,patch-rim,3,18,PAST-F0815,PAST,HR,Initial,Heated,NA,6,2,2,39,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,601,
20230926,patch-rim,3,18,PAST-F0207,PAST,HR,Initial,Ambient,NA,6,3,3,32,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,608,
20230926,patch-rim,3,18,PAST-G0653,PAST,HR,Initial,Heated,NA,6,4,4,36,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,604,
20230926,patch-rim,3,18,PAST-G0798,PAST,HR,Initial,Ambient,NA,6,5,5,33.5,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,606.5,
20230926,patch-rim,3,18,PAST-H0625,PAST,HR,Initial,Heated,NA,6,6,6,42.5,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,NA,
20230926,patch-rim,3,18,PAST-H0686,PAST,HR,Initial,Ambient,NA,6,7,7,29,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,NA,
20230926,patch-rim,3,18,PAST-I0225,PAST,HR,Initial,Heated,NA,6,8,8,22.5,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,617.5,
20230926,patch-rim,3,18,PAST-I0597,PAST,HR,Initial,Ambient,NA,6,9,9,41,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,599,
20230926,patch-rim,3,18,PAST-J0829,PAST,HR,Initial,Heated,NA,6,10,10,23,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,617,
20230926,patch-rim,3,18,PAST-J0718,PAST,HR,Initial,Ambient,NA,6,11,11,22,14:05:00,14:32:00,NA,14:33:00,14:53:00,NA,NA,NA,NA,618,
20230926,patch-rim,4,19,PAST-A0757,PAST,HR,Initial,Ambient,NA,6,1,1,23.5,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,616.5,
20230926,patch-rim,4,19,PAST-A0902,PAST,HR,Initial,Heated,NA,6,2,2,33.5,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,606.5,
20230926,patch-rim,4,19,PAST-B0295,PAST,HR,Initial,Ambient,NA,6,3,3,20,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,NA,
20230926,patch-rim,4,19,PAST-B0645,PAST,HR,Initial,Heated,NA,6,4,4,32.5,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,NA,
20230926,patch-rim,4,19,PAST-C0355,PAST,HR,Initial,Ambient,NA,6,5,5,45,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,595,
20230926,patch-rim,4,19,PAST-C0996,PAST,HR,Initial,Heated,NA,6,6,6,31,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,609,
20230926,patch-rim,4,19,PAST-D0700,PAST,HR,Initial,Ambient,Heated,6,7,7,32,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,NA,
20230926,patch-rim,4,19,PAST-D0418,PAST,HR,Initial,Heated,NA,6,8,8,32,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,NA,
20230926,patch-rim,4,19,BLNK-BL019,NA,NA,Initial,NA,NA,6,9,9,0,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,640,
20230926,patch-rim,4,19,PAST-E1019,PAST,HR,Initial,Ambient,NA,6,10,10,38,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,602,
20230926,patch-rim,4,19,PAST-E0228,PAST,HR,Initial,Heated,NA,6,11,11,31.5,15:23:00,15:43:00,NA,15:45:00,16:05:00,NA,NA,NA,NA,608.5,
20230927,patch-rim,1,20,PAST-G0608,PAST,HR,Initial,Ambient,NA,6,1,1,32.5,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,NA,
20230927,patch-rim,1,20,PAST-G0311,PAST,HR,Initial,Heated,NA,6,2,2,24.5,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,NA,
20230927,patch-rim,1,20,PAST-H0820,PAST,HR,Initial,Ambient,Ambient,6,3,3,32,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,608,
20230927,patch-rim,1,20,PAST-H0040,PAST,HR,Initial,Heated,Heated,6,4,4,34.5,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,605.5,
20230927,patch-rim,1,20,PAST-J0081,PAST,HR,Initial,Ambient,Ambient,6,5,5,31,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,609,
20230927,patch-rim,1,20,PAST-J0939,PAST,HR,Initial,Heated,NA,6,6,6,28,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,NA,
20230927,patch-rim,1,20,BLNK-BL020,NA,NA,Initial,NA,NA,6,7,7,0,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,640,
20230927,patch-rim,1,20,PAST-A0585,PAST,HR,Initial,Ambient,Heated,6,8,8,63,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,577,
20230927,patch-rim,1,20,PAST-A0526,PAST,HR,Initial,Heated,NA,6,9,9,40,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,NA,
20230927,patch-rim,1,20,PAST-C0927,PAST,HR,Initial,Ambient,NA,6,10,10,30,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,NA,
20230927,patch-rim,1,20,PAST-C0227,PAST,HR,Initial,Heated,NA,6,11,11,29.5,10:13:00,10:33:00,NA,10:35:00,10:55:00,NA,NA,NA,NA,NA,
20230927,patch-rim,2,21,PAST-E0510,PAST,HR,Initial,Ambient,Heated,6,1,1,59,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,581,
20230927,patch-rim,2,21,PAST-E0467,PAST,HR,Initial,Heated,Ambient,6,2,2,41,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,599,
20230927,patch-rim,2,21,PAST-F0806,PAST,HR,Initial,Ambient,NA,6,3,3,32.5,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,NA,
20230927,patch-rim,2,21,PAST-F0956,PAST,HR,Initial,Heated,NA,6,4,4,43,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,NA,
20230927,patch-rim,2,21,PAST-G0220,PAST,HR,Initial,Ambient,Heated,6,5,5,35,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,605,
20230927,patch-rim,2,21,PAST-G0531,PAST,HR,Initial,Heated,Ambient,6,6,6,32.5,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,607.5,
20230927,patch-rim,2,21,PAST-I0969,PAST,HR,Initial,Ambient,Ambient,6,7,7,42,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,598,
20230927,patch-rim,2,21,PAST-I0810,PAST,HR,Initial,Heated,Ambient,6,8,8,22,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,618,
20230927,patch-rim,2,21,PAST-J0206,PAST,HR,Initial,Ambient,Heated,6,9,9,44,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,596,
20230927,patch-rim,2,21,PAST-J0940,PAST,HR,Initial,Heated,Heated,6,10,10,31.5,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,608.5,
20230927,patch-rim,2,21,BLNK-BL021,NA,NA,Initial,NA,NA,6,11,11,0,11:20:00,11:40:00,NA,11:42:00,12:02:00,NA,NA,NA,NA,640,
20230927,patch-rim,3,22,PAST-F0790,PAST,HR,Initial,Ambient,Ambient,6,1,1,36,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,604,
20230927,patch-rim,3,22,PAST-F0176,PAST,HR,Initial,Heated,Heated,6,2,2,36,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,604,
20230927,patch-rim,3,22,BLNK-BL022,NA,NA,Initial,NA,NA,6,3,3,0,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,640,
20230927,patch-rim,3,22,PAST-G0692,PAST,HR,Initial,Ambient,Ambient,6,4,4,38.5,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,601.5,
20230927,patch-rim,3,22,PAST-G0984,PAST,HR,Initial,Heated,NA,6,5,5,60,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,NA,
20230927,patch-rim,3,22,PAST-I0547,PAST,HR,Initial,Ambient,NA,6,6,6,36.5,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,603.5,
20230927,patch-rim,3,22,PAST-I0582,PAST,HR,Initial,Heated,NA,6,7,7,35,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,605,
20230927,patch-rim,3,22,PAST-J0541,PAST,HR,Initial,Ambient,Ambient,6,8,8,41,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,599,
20230927,patch-rim,3,22,PAST-J1032,PAST,HR,Initial,Heated,Ambient,6,9,9,37.5,13:32:00,13:52:00,NA,13:55:00,14:15:00,NA,NA,NA,NA,602.5,
20230927,patch-rim,4,23,PAST-A0266,PAST,HR,Initial,Ambient,Ambient,6,1,1,44,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,596,
20230927,patch-rim,4,23,PAST-A0330,PAST,HR,Initial,Heated,Heated,6,2,2,22,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,618,
20230927,patch-rim,4,23,PAST-B0684,PAST,HR,Initial,Ambient,Heated,6,3,3,NA,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,NA,
20230927,patch-rim,4,23,PAST-B1010,PAST,HR,Initial,Heated,NA,6,4,4,25,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,NA,
20230927,patch-rim,4,23,PAST-C0825,PAST,HR,Initial,Ambient,NA,6,5,5,37,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,NA,
20230927,patch-rim,4,23,PAST-C0338,PAST,HR,Initial,Heated,Heated,6,6,6,22,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,618,
20230927,patch-rim,4,23,PAST-D0474,PAST,HR,Initial,Ambient,NA,6,7,7,34,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,NA,
20230927,patch-rim,4,23,PAST-D0622,PAST,HR,Initial,Heated,Heated,6,8,8,35,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,NA,
20230927,patch-rim,4,23,BLNK-BL023,NA,NA,Initial,NA,NA,6,9,9,0,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,640,
20230927,patch-rim,4,23,PAST-E0944,PAST,HR,Initial,Ambient,NA,6,10,10,NA,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,NA,
20230927,patch-rim,4,23,PAST-E0628,PAST,HR,Initial,Heated,Heated,6,11,11,50,14:41:00,15:01:00,NA,15:04:00,15:24:00,NA,NA,NA,Repeat of incubation 17,590,
20231016,three-spp,1,24,MCAV-D0855,MCAV,BB,Final,Heated,Ambient,2,1,1,18.5,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,8.502,NA,621.5,
20231016,three-spp,1,24,MCAV-E0756,MCAV,BB,Final,Heated,Ambient,4,2,2,20,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,13.364,NA,620,
20231016,three-spp,1,24,MCAV-C0871,MCAV,BB,Final,Heated,Ambient,2,3,3,35,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,24.31,NA,605,
20231016,three-spp,1,24,PAST-A0352,PAST,BB,Final,Heated,Ambient,2,4,4,7,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,8.248,NA,633,
20231016,three-spp,1,24,BLNK-BL024,NA,NA,Final,NA,Ambient,NA,5,5,0,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,NA,NA,640,
20231016,three-spp,1,24,PAST-E0968,PAST,BB,Final,Heated,Ambient,2,6,6,NA,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,15.547,NA,NA,
20231016,three-spp,1,24,PAST-E0769,PAST,BB,Final,Heated,Ambient,2,7,7,20.5,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,13.199,NA,619.5,
20231016,three-spp,1,24,MCAV-B1031,MCAV,BB,Final,Heated,Ambient,2,8,8,15,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,2.907,NA,625,
20231016,three-spp,1,24,MCAV-A0621,MCAV,BB,Final,Heated,Ambient,2,9,9,19,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,11.974,NA,621,
20231016,three-spp,1,24,DLAB-E0680,DLAB,BB,Final,Heated,Ambient,2,10,10,16,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,13.504,NA,624,
20231016,three-spp,1,24,DLAB-F0929,DLAB,BB,Final,Heated,Ambient,2,11,11,21,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,19.276,NA,619,
20231016,three-spp,1,24,PAST-C0820,PAST,BB,Final,Heated,Ambient,2,12,12,36,11:05:00,11:27:00,NA,11:28:00,11:49:00,NA,NA,12.393,NA,604,
20231016,three-spp,2,25,PAST-D0669,PAST,BB,Final,Heated,Ambient,2,1,1,NA,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,NA,Frag found in BB/HR tank before experiment,NA,
20231016,three-spp,2,25,MCAV-F0485,MCAV,BB,Final,Ambient,Ambient,2,2,2,29,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,22.803,NA,611,
20231016,three-spp,2,25,BLNK-BL025,NA,NA,Final,NA,Ambient,NA,3,3,0,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,NA,NA,640,
20231016,three-spp,2,25,MCAV-D0210,MCAV,BB,Final,Ambient,Ambient,2,4,4,16,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,14.116,NA,624,
20231016,three-spp,2,25,MCAV-F0946,MCAV,BB,Final,Heated,Ambient,2,5,5,16,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,15.741,NA,624,
20231016,three-spp,2,25,MCAV-C0572,MCAV,BB,Final,Ambient,Ambient,2,6,6,15.5,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,19.462,NA,624.5,
20231016,three-spp,2,25,PAST-D0542,PAST,BB,Final,Ambient,Ambient,2,7,7,16.5,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,15.946,NA,623.5,Check SA
20231016,three-spp,2,25,PAST-E0486,PAST,BB,Final,Ambient,Ambient,2,8,8,33,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,20.053,NA,607,
20231016,three-spp,2,25,PAST-F0666,PAST,BB,Final,Ambient,Ambient,2,9,9,5,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,12.689,NA,635,
20231016,three-spp,2,25,DLAB-F0892,DLAB,BB,Final,Ambient,Ambient,4,10,10,26,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,15.126,NA,614,
20231016,three-spp,2,25,DLAB-E0297,DLAB,BB,Final,Ambient,Ambient,4,11,11,15.5,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,12.131,NA,624.5,
20231016,three-spp,2,25,DLAB-D0931,DLAB,BB,Final,Ambient,Ambient,4,12,12,11,12:39:00,12:59:00,NA,13:01:00,13:22:00,NA,NA,7.931,NA,629,
20231016,three-spp,3,26,PAST-C0536,PAST,BB,Final,Ambient,Ambient,4,1,1,24,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,17.147,NA,616,
20231016,three-spp,3,26,PAST-D0598,PAST,BB,Final,Ambient,Ambient,4,2,2,NA,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,NA,Frag found in BB/HR tank before experiment,NA,
20231016,three-spp,3,26,PAST-E0712,PAST,BB,Final,Ambient,Ambient,4,3,3,29,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,16.487,NA,611,
20231016,three-spp,3,26,MCAV-F0519,MCAV,BB,Final,Ambient,Ambient,4,4,4,34.5,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,22.177,NA,605.5,
20231016,three-spp,3,26,MCAV-A0487,MCAV,BB,Final,Ambient,Ambient,4,5,5,19,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,12.028,NA,621,
20231016,three-spp,3,26,MCAV-C0995,MCAV,BB,Final,Ambient,Ambient,4,6,6,18,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,16.551,NA,622,
20231016,three-spp,3,26,MCAV-E0523,MCAV,BB,Final,Ambient,Ambient,4,7,7,25,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,15.175,NA,615,
20231016,three-spp,3,26,MCAV-B0564,MCAV,BB,Final,Ambient,Ambient,4,8,8,15,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,12.653,NA,625,
20231016,three-spp,3,26,PAST-C0962,PAST,BB,Final,Heated,Ambient,4,9,9,17,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,12.669,NA,623,
20231016,three-spp,3,26,BLNK-BL026,NA,NA,Final,NA,Ambient,NA,10,10,0,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,NA,NA,640,
20231016,three-spp,3,26,PAST-F0830,PAST,BB,Final,Heated,Ambient,4,11,11,9.5,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,9.17,NA,630.5,
20231016,three-spp,3,26,PAST-E0761,PAST,BB,Final,Heated,Ambient,4,12,12,15,13:53:00,14:13:00,NA,14:15:00,14:34:00,NA,NA,14.763,Frag found in BB/HR tank before experiment,625,
20231016,three-spp,4,27,PAST-B0862,PAST,BB,Final,Heated,Ambient,4,1,1,37,14:57:00,15:18:00,NA,15:19:00,15:40:00,NA,NA,17.3,NA,603,
20231016,three-spp,4,27,PAST-C0490,PAST,BB,Final,Heated,Ambient,4,2,2,NA,14:57:00,15:18:00,NA,15:19:00,15:40:00,NA,NA,15.317,NA,NA,
20231016,three-spp,4,27,PAST-D0911,PAST,BB,Final,Heated,Ambient,4,3,3,25,14:57:00,15:18:00,NA,15:19:00,15:40:00,NA,NA,18.379,NA,615,
20231016,three-spp,4,27,MCAV-C0818,MCAV,BB,Final,Heated,Ambient,4,4,4,23,14:57:00,15:18:00,NA,15:19:00,15:40:00,NA,NA,20.31,NA,617,
20231016,three-spp,4,27,MCAV-F0842,MCAV,BB,Final,Heated,Ambient,4,5,5,18.5,14:57:00,15:18:00,NA,15:19:00,15:40:00,NA,NA,15.583,NA,621.5,
20231016,three-spp,4,27,MCAV-D0656,MCAV,BB,Final,Heated,Ambient,2,6,6,15,14:57:00,15:18:00,NA,15:19:00,15:40:00,NA,NA,19.406,NA,625,
