Site Name ,PAR SENSOR
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,15686


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1,30/05/2023 , 05:10:00,0,0
2,30/05/2023 , 05:20:00,0,0
3,30/05/2023 , 05:30:00,0,0
4,30/05/2023 , 05:40:00,0,0
5,30/05/2023 , 05:50:00,0,0
6,30/05/2023 , 06:00:00,0,0
7,30/05/2023 , 06:10:00,4,4.29
8,30/05/2023 , 06:20:00,16,17.17
9,30/05/2023 , 06:30:00,32,34.35
10,30/05/2023 , 06:40:00,55,59.04
11,30/05/2023 , 06:50:00,151,162.09
12,30/05/2023 , 07:00:00,405,434.74
13,30/05/2023 , 07:10:00,671,720.27
14,30/05/2023 , 07:20:00,795,853.37
15,30/05/2023 , 07:30:00,945,1014.39
16,30/05/2023 , 07:40:00,972,1043.37
17,30/05/2023 , 07:50:00,1074,1152.86
18,30/05/2023 , 08:00:00,1255,1347.15
19,30/05/2023 , 08:10:00,1475,1583.3
20,30/05/2023 , 08:20:00,1762,1891.38
21,30/05/2023 , 08:30:00,1937,2079.23
22,30/05/2023 , 08:40:00,1922,2063.13
23,30/05/2023 , 08:50:00,2894,3106.5
24,30/05/2023 , 09:00:00,3619,3884.73
25,30/05/2023 , 09:10:00,3043,3266.44
26,30/05/2023 , 09:20:00,2342,2513.97
27,30/05/2023 , 09:30:00,2301,2469.95
28,30/05/2023 , 09:40:00,2560,2747.97
29,30/05/2023 , 09:50:00,3463,3717.28
30,30/05/2023 , 10:00:00,4576,4912
31,30/05/2023 , 10:10:00,6653,7141.51
32,30/05/2023 , 10:20:00,5490,5893.11
33,30/05/2023 , 10:30:00,5645,6059.49
34,30/05/2023 , 10:40:00,4736,5083.75
35,30/05/2023 , 10:50:00,3720,3993.15
36,30/05/2023 , 11:00:00,4517,4848.67
37,30/05/2023 , 11:10:00,4612,4950.64
38,30/05/2023 , 11:20:00,3865,4148.79
39,30/05/2023 , 11:30:00,3382,3630.33
40,30/05/2023 , 11:40:00,3015,3236.38
41,30/05/2023 , 11:50:00,3610,3875.07
42,30/05/2023 , 12:00:00,3223,3459.65
43,30/05/2023 , 12:10:00,2835,3043.16
44,30/05/2023 , 12:20:00,3138,3368.41
45,30/05/2023 , 12:30:00,3519,3777.39
46,30/05/2023 , 12:40:00,3039,3262.14
47,30/05/2023 , 12:50:00,2978,3196.66
48,30/05/2023 , 13:00:00,2914,3127.97
49,30/05/2023 , 13:10:00,3848,4130.55
50,30/05/2023 , 13:20:00,3995,4288.34
51,30/05/2023 , 13:30:00,4219,4528.79
52,30/05/2023 , 13:40:00,3096,3323.33
53,30/05/2023 , 13:50:00,2293,2461.37
54,30/05/2023 , 14:00:00,2045,2195.16
55,30/05/2023 , 14:10:00,1841,1976.18
56,30/05/2023 , 14:20:00,1933,2074.93
57,30/05/2023 , 14:30:00,3133,3363.05
58,30/05/2023 , 14:40:00,3315,3558.41
59,30/05/2023 , 14:50:00,3243,3481.12
60,30/05/2023 , 15:00:00,3125,3354.46
61,30/05/2023 , 15:10:00,2855,3064.63
62,30/05/2023 , 15:20:00,2906,3119.38
63,30/05/2023 , 15:30:00,2490,2672.83
64,30/05/2023 , 15:40:00,2097,2250.98
65,30/05/2023 , 15:50:00,1746,1874.2
66,30/05/2023 , 16:00:00,1393,1495.28
67,30/05/2023 , 16:10:00,1028,1103.48
68,30/05/2023 , 16:20:00,1088,1167.89
69,30/05/2023 , 16:30:00,1421,1525.34
70,30/05/2023 , 16:40:00,1204,1292.41
71,30/05/2023 , 16:50:00,862,925.29
72,30/05/2023 , 17:00:00,597,640.84
73,30/05/2023 , 17:10:00,604,648.35
74,30/05/2023 , 17:20:00,545,585.02
75,30/05/2023 , 17:30:00,483,518.47
76,30/05/2023 , 17:40:00,405,434.74
77,30/05/2023 , 17:50:00,350,375.7
78,30/05/2023 , 18:00:00,298,319.88
79,30/05/2023 , 18:10:00,284,304.85
80,30/05/2023 , 18:20:00,311,333.84
81,30/05/2023 , 18:30:00,296,317.73
82,30/05/2023 , 18:40:00,283,303.78
83,30/05/2023 , 18:50:00,263,282.31
84,30/05/2023 , 19:00:00,296,317.73
85,30/05/2023 , 19:10:00,446,478.75
86,30/05/2023 , 19:20:00,282,302.71
87,30/05/2023 , 19:30:00,446,478.75
88,30/05/2023 , 19:40:00,407,436.88
89,30/05/2023 , 19:50:00,205,220.05
90,30/05/2023 , 20:00:00,230,246.89
91,30/05/2023 , 20:10:00,153,164.23
92,30/05/2023 , 20:20:00,75,80.51
93,30/05/2023 , 20:30:00,23,24.69
94,30/05/2023 , 20:40:00,3,3.22
95,30/05/2023 , 20:50:00,0,0
96,30/05/2023 , 21:00:00,0,0
97,30/05/2023 , 21:10:00,0,0
98,30/05/2023 , 21:20:00,0,0
99,30/05/2023 , 21:30:00,0,0
100,30/05/2023 , 21:40:00,0,0
101,30/05/2023 , 21:50:00,0,0
102,30/05/2023 , 22:00:00,0,0
103,30/05/2023 , 22:10:00,0,0
104,30/05/2023 , 22:20:00,0,0
105,30/05/2023 , 22:30:00,0,0
106,30/05/2023 , 22:40:00,0,0
107,30/05/2023 , 22:50:00,0,0
108,30/05/2023 , 23:00:00,0,0
109,30/05/2023 , 23:10:00,0,0
110,30/05/2023 , 23:20:00,0,0
111,30/05/2023 , 23:30:00,0,0
112,30/05/2023 , 23:40:00,0,0
113,30/05/2023 , 23:50:00,0,0
114,30/05/2023 , 24:00:00,0,0
115,31/05/2023 , 00:10:00,0,0
116,31/05/2023 , 00:20:00,0,0
117,31/05/2023 , 00:30:00,0,0
118,31/05/2023 , 00:40:00,0,0
119,31/05/2023 , 00:50:00,0,0
120,31/05/2023 , 01:00:00,0,0
121,31/05/2023 , 01:10:00,0,0
122,31/05/2023 , 01:20:00,0,0
123,31/05/2023 , 01:30:00,0,0
124,31/05/2023 , 01:40:00,0,0
125,31/05/2023 , 01:50:00,0,0
126,31/05/2023 , 02:00:00,0,0
127,31/05/2023 , 02:10:00,0,0
128,31/05/2023 , 02:20:00,0,0
129,31/05/2023 , 02:30:00,0,0
130,31/05/2023 , 02:40:00,0,0
131,31/05/2023 , 02:50:00,0,0
132,31/05/2023 , 03:00:00,0,0
133,31/05/2023 , 03:10:00,0,0
134,31/05/2023 , 03:20:00,0,0
135,31/05/2023 , 03:30:00,0,0
136,31/05/2023 , 03:40:00,0,0
137,31/05/2023 , 03:50:00,0,0
138,31/05/2023 , 04:00:00,0,0
139,31/05/2023 , 04:10:00,0,0
140,31/05/2023 , 04:20:00,0,0
141,31/05/2023 , 04:30:00,0,0
142,31/05/2023 , 04:40:00,0,0
143,31/05/2023 , 04:50:00,0,0
144,31/05/2023 , 05:00:00,0,0
145,31/05/2023 , 05:10:00,0,0
146,31/05/2023 , 05:20:00,0,0
147,31/05/2023 , 05:30:00,0,0
148,31/05/2023 , 05:40:00,0,0
149,31/05/2023 , 05:50:00,0,0
150,31/05/2023 , 06:00:00,0,0
151,31/05/2023 , 06:10:00,12,12.88
152,31/05/2023 , 06:20:00,41,44.01
153,31/05/2023 , 06:30:00,92,98.76
154,31/05/2023 , 06:40:00,186,199.66
155,31/05/2023 , 06:50:00,287,308.07
156,31/05/2023 , 07:00:00,405,434.74
157,31/05/2023 , 07:10:00,468,502.36
158,31/05/2023 , 07:20:00,608,652.64
159,31/05/2023 , 07:30:00,954,1024.05
160,31/05/2023 , 07:40:00,1473,1581.16
161,31/05/2023 , 07:50:00,1342,1440.54
162,31/05/2023 , 08:00:00,1862,1998.72
163,31/05/2023 , 08:10:00,2586,2775.88
164,31/05/2023 , 08:20:00,2096,2249.9
165,31/05/2023 , 08:30:00,2750,2951.92
166,31/05/2023 , 08:40:00,4069,4367.77
167,31/05/2023 , 08:50:00,3686,3956.65
168,31/05/2023 , 09:00:00,2604,2795.2
169,31/05/2023 , 09:10:00,3773,4050.04
170,31/05/2023 , 09:20:00,5875,6306.38
171,31/05/2023 , 09:30:00,5593,6003.67
172,31/05/2023 , 09:40:00,2398,2574.08
173,31/05/2023 , 09:50:00,3255,3494
174,31/05/2023 , 10:00:00,6099,6546.83
175,31/05/2023 , 10:10:00,5340,5732.1
176,31/05/2023 , 10:20:00,7241,7772.68
177,31/05/2023 , 10:30:00,3337,3582.02
178,31/05/2023 , 10:40:00,8311,8921.25
179,31/05/2023 , 10:50:00,8622,9255.08
180,31/05/2023 , 11:00:00,9211,9887.33
181,31/05/2023 , 11:10:00,7931,8513.35
182,31/05/2023 , 11:20:00,8882,9534.17
183,31/05/2023 , 11:30:00,9658,10367.15
184,31/05/2023 , 11:40:00,10291,11046.63
185,31/05/2023 , 11:50:00,9286,9967.84
186,31/05/2023 , 12:00:00,9865,10589.35
187,31/05/2023 , 12:10:00,9624,10330.66
188,31/05/2023 , 12:20:00,9424,10115.97
189,31/05/2023 , 12:30:00,9490,10186.82
190,31/05/2023 , 12:40:00,10651,11433.07
191,31/05/2023 , 12:50:00,9720,10433.71
192,31/05/2023 , 13:00:00,9030,9693.04
193,31/05/2023 , 13:10:00,7051,7568.73
194,31/05/2023 , 13:20:00,6090,6537.17
195,31/05/2023 , 13:30:00,7488,8037.82
196,31/05/2023 , 13:40:00,7359,7899.35
197,31/05/2023 , 13:50:00,9970,10702.06
198,31/05/2023 , 14:00:00,7905,8485.44
199,31/05/2023 , 14:10:00,6900,7406.64
200,31/05/2023 , 14:20:00,9662,10371.45
201,31/05/2023 , 14:30:00,8093,8687.24
202,31/05/2023 , 14:40:00,8265,8871.87
203,31/05/2023 , 14:50:00,9443,10136.37
204,31/05/2023 , 15:00:00,8484,9106.95
205,31/05/2023 , 15:10:00,8906,9559.94
206,31/05/2023 , 15:20:00,8407,9024.3
207,31/05/2023 , 15:30:00,6634,7121.11
208,31/05/2023 , 15:40:00,6440,6912.87
209,31/05/2023 , 15:50:00,8011,8599.22
210,31/05/2023 , 16:00:00,6871,7375.51
211,31/05/2023 , 16:10:00,6945,7454.95
212,31/05/2023 , 16:20:00,5733,6153.95
213,31/05/2023 , 16:30:00,5995,6435.19
214,31/05/2023 , 16:40:00,4427,4752.06
215,31/05/2023 , 16:50:00,4246,4557.77
216,31/05/2023 , 17:00:00,4225,4535.23
217,31/05/2023 , 17:10:00,5481,5883.45
218,31/05/2023 , 17:20:00,5081,5454.08
219,31/05/2023 , 17:30:00,4021,4316.25
220,31/05/2023 , 17:40:00,4316,4632.91
221,31/05/2023 , 17:50:00,5006,5373.57
222,31/05/2023 , 18:00:00,3850,4132.69
223,31/05/2023 , 18:10:00,3312,3555.19
224,31/05/2023 , 18:20:00,2405,2581.59
225,31/05/2023 , 18:30:00,1692,1816.24
226,31/05/2023 , 18:40:00,2086,2239.17
227,31/05/2023 , 18:50:00,1243,1334.27
228,31/05/2023 , 19:00:00,567,608.63
229,31/05/2023 , 19:10:00,558,598.97
230,31/05/2023 , 19:20:00,583,625.81
231,31/05/2023 , 19:30:00,509,546.37
232,31/05/2023 , 19:40:00,360,386.43
233,31/05/2023 , 19:50:00,243,260.84
234,31/05/2023 , 20:00:00,162,173.9
235,31/05/2023 , 20:10:00,85,91.24
236,31/05/2023 , 20:20:00,36,38.64
237,31/05/2023 , 20:30:00,13,13.95
238,31/05/2023 , 20:40:00,1,1.07
239,31/05/2023 , 20:50:00,0,0
240,31/05/2023 , 21:00:00,0,0
241,31/05/2023 , 21:10:00,0,0
242,31/05/2023 , 21:20:00,0,0
243,31/05/2023 , 21:30:00,0,0
244,31/05/2023 , 21:40:00,0,0
245,31/05/2023 , 21:50:00,0,0
246,31/05/2023 , 22:00:00,0,0
247,31/05/2023 , 22:10:00,0,0
248,31/05/2023 , 22:20:00,0,0
249,31/05/2023 , 22:30:00,0,0
250,31/05/2023 , 22:40:00,0,0
251,31/05/2023 , 22:50:00,0,0
252,31/05/2023 , 23:00:00,0,0
253,31/05/2023 , 23:10:00,0,0
254,31/05/2023 , 23:20:00,0,0
255,31/05/2023 , 23:30:00,0,0
256,31/05/2023 , 23:40:00,0,0
257,31/05/2023 , 23:50:00,0,0
258,31/05/2023 , 24:00:00,0,0
259,01/06/2023 , 00:10:00,0,0
260,01/06/2023 , 00:20:00,0,0
261,01/06/2023 , 00:30:00,0,0
262,01/06/2023 , 00:40:00,0,0
263,01/06/2023 , 00:50:00,0,0
264,01/06/2023 , 01:00:00,0,0
265,01/06/2023 , 01:10:00,0,0
266,01/06/2023 , 01:20:00,0,0
267,01/06/2023 , 01:30:00,0,0
268,01/06/2023 , 01:40:00,0,0
269,01/06/2023 , 01:50:00,0,0
270,01/06/2023 , 02:00:00,0,0
271,01/06/2023 , 02:10:00,0,0
272,01/06/2023 , 02:20:00,0,0
273,01/06/2023 , 02:30:00,0,0
274,01/06/2023 , 02:40:00,0,0
275,01/06/2023 , 02:50:00,0,0
276,01/06/2023 , 03:00:00,0,0
277,01/06/2023 , 03:10:00,0,0
278,01/06/2023 , 03:20:00,0,0
279,01/06/2023 , 03:30:00,0,0
280,01/06/2023 , 03:40:00,0,0
281,01/06/2023 , 03:50:00,0,0
282,01/06/2023 , 04:00:00,0,0
283,01/06/2023 , 04:10:00,0,0
284,01/06/2023 , 04:20:00,0,0
285,01/06/2023 , 04:30:00,0,0
286,01/06/2023 , 04:40:00,0,0
287,01/06/2023 , 04:50:00,0,0
288,01/06/2023 , 05:00:00,0,0
289,01/06/2023 , 05:10:00,0,0
290,01/06/2023 , 05:20:00,0,0
291,01/06/2023 , 05:30:00,0,0
292,01/06/2023 , 05:40:00,0,0
293,01/06/2023 , 05:50:00,0,0
294,01/06/2023 , 06:00:00,0,0
295,01/06/2023 , 06:10:00,5,5.37
296,01/06/2023 , 06:20:00,19,20.4
297,01/06/2023 , 06:30:00,46,49.38
298,01/06/2023 , 06:40:00,86,92.31
299,01/06/2023 , 06:50:00,152,163.16
300,01/06/2023 , 07:00:00,253,271.58
301,01/06/2023 , 07:10:00,384,412.2
302,01/06/2023 , 07:20:00,510,547.45
303,01/06/2023 , 07:30:00,702,753.55
304,01/06/2023 , 07:40:00,916,983.26
305,01/06/2023 , 07:50:00,1274,1367.55
306,01/06/2023 , 08:00:00,1594,1711.04
307,01/06/2023 , 08:10:00,1630,1749.69
308,01/06/2023 , 08:20:00,1556,1670.25
309,01/06/2023 , 08:30:00,1721,1847.37
310,01/06/2023 , 08:40:00,2151,2308.94
311,01/06/2023 , 08:50:00,2806,3012.03
312,01/06/2023 , 09:00:00,3127,3356.6
313,01/06/2023 , 09:10:00,3187,3421.01
314,01/06/2023 , 09:20:00,3501,3758.07
315,01/06/2023 , 09:30:00,3209,3444.63
316,01/06/2023 , 09:40:00,3938,4227.15
317,01/06/2023 , 09:50:00,4704,5049.4
318,01/06/2023 , 10:00:00,4368,4688.73
319,01/06/2023 , 10:10:00,3371,3618.52
320,01/06/2023 , 10:20:00,3489,3745.19
321,01/06/2023 , 10:30:00,3898,4184.22
322,01/06/2023 , 10:40:00,4335,4653.3
323,01/06/2023 , 10:50:00,4104,4405.34
324,01/06/2023 , 11:00:00,5563,5971.47
325,01/06/2023 , 11:10:00,4954,5317.76
326,01/06/2023 , 11:20:00,5073,5445.49
327,01/06/2023 , 11:30:00,4841,5196.46
328,01/06/2023 , 11:40:00,5736,6157.17
329,01/06/2023 , 11:50:00,7291,7826.35
330,01/06/2023 , 12:00:00,5224,5607.58
331,01/06/2023 , 12:10:00,3965,4256.14
332,01/06/2023 , 12:20:00,5792,6217.29
333,01/06/2023 , 12:30:00,8763,9406.44
334,01/06/2023 , 12:40:00,7490,8039.97
335,01/06/2023 , 12:50:00,6108,6556.49
336,01/06/2023 , 13:00:00,8199,8801.02
337,01/06/2023 , 13:10:00,8703,9342.03
338,01/06/2023 , 13:20:00,10054,10792.23
339,01/06/2023 , 13:30:00,8926,9581.41
340,01/06/2023 , 13:40:00,5879,6310.67
341,01/06/2023 , 13:50:00,4950,5313.46
342,01/06/2023 , 14:00:00,2742,2943.34
343,01/06/2023 , 14:10:00,2127,2283.18
344,01/06/2023 , 14:20:00,1623,1742.17
345,01/06/2023 , 14:30:00,1341,1439.47
346,01/06/2023 , 14:40:00,864,927.44
347,01/06/2023 , 14:50:00,793,851.23
348,01/06/2023 , 15:00:00,787,844.79
349,01/06/2023 , 15:10:00,804,863.03
350,01/06/2023 , 15:20:00,1023,1098.12
351,01/06/2023 , 15:30:00,1141,1224.78
352,01/06/2023 , 15:40:00,1221,1310.65
353,01/06/2023 , 15:50:00,1191,1278.45
354,01/06/2023 , 16:00:00,942,1011.17
355,01/06/2023 , 16:10:00,1158,1243.03
356,01/06/2023 , 16:20:00,1217,1306.36
357,01/06/2023 , 16:30:00,1394,1496.36
358,01/06/2023 , 16:40:00,1449,1555.4
359,01/06/2023 , 16:50:00,1381,1482.4
360,01/06/2023 , 17:00:00,1200,1288.11
361,01/06/2023 , 17:10:00,1227,1317.09
362,01/06/2023 , 17:20:00,1065,1143.2
363,01/06/2023 , 17:30:00,978,1049.81
364,01/06/2023 , 17:40:00,893,958.57
365,01/06/2023 , 17:50:00,822,882.36
366,01/06/2023 , 18:00:00,721,773.94
367,01/06/2023 , 18:10:00,688,738.52
368,01/06/2023 , 18:20:00,667,715.98
369,01/06/2023 , 18:30:00,443,475.53
370,01/06/2023 , 18:40:00,408,437.96
371,01/06/2023 , 18:50:00,366,392.87
372,01/06/2023 , 19:00:00,319,342.42
373,01/06/2023 , 19:10:00,253,271.58
374,01/06/2023 , 19:20:00,217,232.93
375,01/06/2023 , 19:30:00,172,184.63
376,01/06/2023 , 19:40:00,121,129.88
377,01/06/2023 , 19:50:00,71,76.21
378,01/06/2023 , 20:00:00,40,42.94
379,01/06/2023 , 20:10:00,24,25.76
380,01/06/2023 , 20:20:00,10,10.73
381,01/06/2023 , 20:30:00,3,3.22
382,01/06/2023 , 20:40:00,0,0
383,01/06/2023 , 20:50:00,0,0
384,01/06/2023 , 21:00:00,0,0
385,01/06/2023 , 21:10:00,0,0
386,01/06/2023 , 21:20:00,0,0
387,01/06/2023 , 21:30:00,0,0
388,01/06/2023 , 21:40:00,0,0
389,01/06/2023 , 21:50:00,0,0
390,01/06/2023 , 22:00:00,0,0
391,01/06/2023 , 22:10:00,0,0
392,01/06/2023 , 22:20:00,0,0
393,01/06/2023 , 22:30:00,0,0
394,01/06/2023 , 22:40:00,0,0
395,01/06/2023 , 22:50:00,0,0
396,01/06/2023 , 23:00:00,0,0
397,01/06/2023 , 23:10:00,0,0
398,01/06/2023 , 23:20:00,0,0
399,01/06/2023 , 23:30:00,0,0
400,01/06/2023 , 23:40:00,0,0
401,01/06/2023 , 23:50:00,0,0
402,01/06/2023 , 24:00:00,0,0
403,02/06/2023 , 00:10:00,0,0
404,02/06/2023 , 00:20:00,0,0
405,02/06/2023 , 00:30:00,0,0
406,02/06/2023 , 00:40:00,0,0
407,02/06/2023 , 00:50:00,0,0
408,02/06/2023 , 01:00:00,0,0
409,02/06/2023 , 01:10:00,0,0
410,02/06/2023 , 01:20:00,0,0
411,02/06/2023 , 01:30:00,0,0
412,02/06/2023 , 01:40:00,0,0
413,02/06/2023 , 01:50:00,0,0
414,02/06/2023 , 02:00:00,0,0
415,02/06/2023 , 02:10:00,0,0
416,02/06/2023 , 02:20:00,0,0
417,02/06/2023 , 02:30:00,0,0
418,02/06/2023 , 02:40:00,0,0
419,02/06/2023 , 02:50:00,0,0
420,02/06/2023 , 03:00:00,0,0
421,02/06/2023 , 03:10:00,0,0
422,02/06/2023 , 03:20:00,0,0
423,02/06/2023 , 03:30:00,0,0
424,02/06/2023 , 03:40:00,0,0
425,02/06/2023 , 03:50:00,0,0
426,02/06/2023 , 04:00:00,0,0
427,02/06/2023 , 04:10:00,0,0
428,02/06/2023 , 04:20:00,0,0
429,02/06/2023 , 04:30:00,0,0
430,02/06/2023 , 04:40:00,0,0
431,02/06/2023 , 04:50:00,0,0
432,02/06/2023 , 05:00:00,0,0
433,02/06/2023 , 05:10:00,0,0
434,02/06/2023 , 05:20:00,0,0
435,02/06/2023 , 05:30:00,0,0
436,02/06/2023 , 05:40:00,0,0
437,02/06/2023 , 05:50:00,0,0
438,02/06/2023 , 06:00:00,0,0
439,02/06/2023 , 06:10:00,0,0
440,02/06/2023 , 06:20:00,2,2.15
441,02/06/2023 , 06:30:00,7,7.51
442,02/06/2023 , 06:40:00,13,13.95
443,02/06/2023 , 06:50:00,29,31.13
444,02/06/2023 , 07:00:00,67,71.92
445,02/06/2023 , 07:10:00,100,107.34
446,02/06/2023 , 07:20:00,100,107.34
447,02/06/2023 , 07:30:00,101,108.42
448,02/06/2023 , 07:40:00,106,113.78
449,02/06/2023 , 07:50:00,150,161.01
450,02/06/2023 , 08:00:00,204,218.98
451,02/06/2023 , 08:10:00,256,274.8
452,02/06/2023 , 08:20:00,262,281.24
453,02/06/2023 , 08:30:00,279,299.49
454,02/06/2023 , 08:40:00,281,301.63
455,02/06/2023 , 08:50:00,373,400.39
456,02/06/2023 , 09:00:00,445,477.67
457,02/06/2023 , 09:10:00,737,791.12
458,02/06/2023 , 09:20:00,1071,1149.64
459,02/06/2023 , 09:30:00,756,811.51
460,02/06/2023 , 09:40:00,786,843.71
461,02/06/2023 , 09:50:00,712,764.28
462,02/06/2023 , 10:00:00,537,576.43
463,02/06/2023 , 10:10:00,443,475.53
464,02/06/2023 , 10:20:00,429,460.5
465,02/06/2023 , 10:30:00,472,506.66
466,02/06/2023 , 10:40:00,767,823.32
467,02/06/2023 , 10:50:00,1078,1157.15
468,02/06/2023 , 11:00:00,1093,1173.26
469,02/06/2023 , 11:10:00,1145,1229.07
470,02/06/2023 , 11:20:00,1155,1239.81
471,02/06/2023 , 11:30:00,1117,1199.02
472,02/06/2023 , 11:40:00,1343,1441.61
473,02/06/2023 , 11:50:00,1426,1530.71
474,02/06/2023 , 12:00:00,1829,1963.3
475,02/06/2023 , 12:10:00,2258,2423.8
476,02/06/2023 , 12:20:00,2463,2643.85
477,02/06/2023 , 12:30:00,1915,2055.61
478,02/06/2023 , 12:40:00,2522,2707.18
479,02/06/2023 , 12:50:00,1552,1665.96
480,02/06/2023 , 13:00:00,894,959.64
481,02/06/2023 , 13:10:00,730,783.6
482,02/06/2023 , 13:20:00,1104,1185.06
483,02/06/2023 , 13:30:00,1899,2038.44
484,02/06/2023 , 13:40:00,2827,3034.58
485,02/06/2023 , 13:50:00,1711,1836.63
486,02/06/2023 , 14:00:00,1411,1514.6
487,02/06/2023 , 14:10:00,1601,1718.56
488,02/06/2023 , 14:20:00,2446,2625.6
489,02/06/2023 , 14:30:00,3631,3897.61
490,02/06/2023 , 14:40:00,5471,5872.72
491,02/06/2023 , 14:50:00,4362,4682.29
492,02/06/2023 , 15:00:00,2756,2958.36
493,02/06/2023 , 15:10:00,2329,2500.01
494,02/06/2023 , 15:20:00,3043,3266.44
495,02/06/2023 , 15:30:00,3044,3267.51
496,02/06/2023 , 15:40:00,2941,3156.95
497,02/06/2023 , 15:50:00,2870,3080.73
498,02/06/2023 , 16:00:00,2928,3142.99
499,02/06/2023 , 16:10:00,2869,3079.66
500,02/06/2023 , 16:20:00,1946,2088.89
501,02/06/2023 , 16:30:00,1586,1702.45
502,02/06/2023 , 16:40:00,1756,1884.94
503,02/06/2023 , 16:50:00,3198,3432.82
504,02/06/2023 , 17:00:00,3552,3812.81
505,02/06/2023 , 17:10:00,2177,2336.85
506,02/06/2023 , 17:20:00,1674,1796.92
507,02/06/2023 , 17:30:00,1773,1903.19
508,02/06/2023 , 17:40:00,1591,1707.82
509,02/06/2023 , 17:50:00,1266,1358.96
510,02/06/2023 , 18:00:00,1609,1727.14
511,02/06/2023 , 18:10:00,1511,1621.95
512,02/06/2023 , 18:20:00,1997,2143.63
513,02/06/2023 , 18:30:00,1456,1562.91
514,02/06/2023 , 18:40:00,1326,1423.36
515,02/06/2023 , 18:50:00,1123,1205.46
516,02/06/2023 , 19:00:00,1283,1377.21
517,02/06/2023 , 19:10:00,1201,1289.19
518,02/06/2023 , 19:20:00,944,1013.31
519,02/06/2023 , 19:30:00,698,749.25
520,02/06/2023 , 19:40:00,403,432.59
521,02/06/2023 , 19:50:00,277,297.34
522,02/06/2023 , 20:00:00,177,190
523,02/06/2023 , 20:10:00,117,125.59
524,02/06/2023 , 20:20:00,34,36.5
525,02/06/2023 , 20:30:00,6,6.44
526,02/06/2023 , 20:40:00,1,1.07
527,02/06/2023 , 20:50:00,0,0
528,02/06/2023 , 21:00:00,0,0
529,02/06/2023 , 21:10:00,0,0
530,02/06/2023 , 21:20:00,0,0
531,02/06/2023 , 21:30:00,0,0
532,02/06/2023 , 21:40:00,0,0
533,02/06/2023 , 21:50:00,0,0
534,02/06/2023 , 22:00:00,0,0
535,02/06/2023 , 22:10:00,0,0
536,02/06/2023 , 22:20:00,0,0
537,02/06/2023 , 22:30:00,0,0
538,02/06/2023 , 22:40:00,0,0
539,02/06/2023 , 22:50:00,0,0
540,02/06/2023 , 23:00:00,0,0
541,02/06/2023 , 23:10:00,0,0
542,02/06/2023 , 23:20:00,0,0
543,02/06/2023 , 23:30:00,0,0
544,02/06/2023 , 23:40:00,0,0
545,02/06/2023 , 23:50:00,0,0
546,02/06/2023 , 24:00:00,0,0
547,03/06/2023 , 00:10:00,0,0
548,03/06/2023 , 00:20:00,0,0
549,03/06/2023 , 00:30:00,0,0
550,03/06/2023 , 00:40:00,0,0
551,03/06/2023 , 00:50:00,0,0
552,03/06/2023 , 01:00:00,0,0
553,03/06/2023 , 01:10:00,0,0
554,03/06/2023 , 01:20:00,0,0
555,03/06/2023 , 01:30:00,0,0
556,03/06/2023 , 01:40:00,0,0
557,03/06/2023 , 01:50:00,0,0
558,03/06/2023 , 02:00:00,0,0
559,03/06/2023 , 02:10:00,0,0
560,03/06/2023 , 02:20:00,0,0
561,03/06/2023 , 02:30:00,0,0
562,03/06/2023 , 02:40:00,0,0
563,03/06/2023 , 02:50:00,0,0
564,03/06/2023 , 03:00:00,0,0
565,03/06/2023 , 03:10:00,0,0
566,03/06/2023 , 03:20:00,0,0
567,03/06/2023 , 03:30:00,0,0
568,03/06/2023 , 03:40:00,0,0
569,03/06/2023 , 03:50:00,0,0
570,03/06/2023 , 04:00:00,0,0
571,03/06/2023 , 04:10:00,0,0
572,03/06/2023 , 04:20:00,0,0
573,03/06/2023 , 04:30:00,0,0
574,03/06/2023 , 04:40:00,0,0
575,03/06/2023 , 04:50:00,0,0
576,03/06/2023 , 05:00:00,0,0
577,03/06/2023 , 05:10:00,0,0
578,03/06/2023 , 05:20:00,0,0
579,03/06/2023 , 05:30:00,0,0
580,03/06/2023 , 05:40:00,0,0
581,03/06/2023 , 05:50:00,0,0
582,03/06/2023 , 06:00:00,0,0
583,03/06/2023 , 06:10:00,2,2.15
584,03/06/2023 , 06:20:00,14,15.03
585,03/06/2023 , 06:30:00,44,47.23
586,03/06/2023 , 06:40:00,100,107.34
587,03/06/2023 , 06:50:00,209,224.35
588,03/06/2023 , 07:00:00,262,281.24
589,03/06/2023 , 07:10:00,304,326.32
590,03/06/2023 , 07:20:00,471,505.58
591,03/06/2023 , 07:30:00,562,603.27
592,03/06/2023 , 07:40:00,625,670.89
593,03/06/2023 , 07:50:00,710,762.13
594,03/06/2023 , 08:00:00,877,941.4
595,03/06/2023 , 08:10:00,714,766.43
596,03/06/2023 , 08:20:00,602,646.2
597,03/06/2023 , 08:30:00,734,787.9
598,03/06/2023 , 08:40:00,984,1056.25
599,03/06/2023 , 08:50:00,1065,1143.2
600,03/06/2023 , 09:00:00,1367,1467.37
601,03/06/2023 , 09:10:00,2166,2325.04
602,03/06/2023 , 09:20:00,2432,2610.57
603,03/06/2023 , 09:30:00,2545,2731.87
604,03/06/2023 , 09:40:00,2360,2533.29
