Site Name ,ODYLIGHT003
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,15888


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

594,07/08/2023 , 20:30:00,7,5.5
595,07/08/2023 , 20:45:00,0,0
596,07/08/2023 , 21:00:00,0,0
597,07/08/2023 , 21:15:00,0,0
598,07/08/2023 , 21:30:00,0,0
599,07/08/2023 , 21:45:00,0,0
600,07/08/2023 , 22:00:00,0,0
601,07/08/2023 , 22:15:00,0,0
602,07/08/2023 , 22:30:00,0,0
603,07/08/2023 , 22:45:00,0,0
604,07/08/2023 , 23:00:00,0,0
605,07/08/2023 , 23:15:00,0,0
606,07/08/2023 , 23:30:00,0,0
607,07/08/2023 , 23:45:00,0,0
608,07/08/2023 , 24:00:00,0,0
609,08/08/2023 , 00:15:00,0,0
610,08/08/2023 , 00:30:00,0,0
611,08/08/2023 , 00:45:00,0,0
612,08/08/2023 , 01:00:00,0,0
613,08/08/2023 , 01:15:00,0,0
614,08/08/2023 , 01:30:00,0,0
615,08/08/2023 , 01:45:00,0,0
616,08/08/2023 , 02:00:00,0,0
617,08/08/2023 , 02:15:00,0,0
618,08/08/2023 , 02:30:00,0,0
619,08/08/2023 , 02:45:00,0,0
620,08/08/2023 , 03:00:00,0,0
621,08/08/2023 , 03:15:00,0,0
622,08/08/2023 , 03:30:00,0,0
623,08/08/2023 , 03:45:00,0,0
624,08/08/2023 , 04:00:00,0,0
625,08/08/2023 , 04:15:00,0,0
626,08/08/2023 , 04:30:00,0,0
627,08/08/2023 , 04:45:00,0,0
628,08/08/2023 , 05:00:00,0,0
629,08/08/2023 , 05:15:00,0,0
630,08/08/2023 , 05:30:00,0,0
631,08/08/2023 , 05:45:00,0,0
632,08/08/2023 , 06:00:00,0,0
633,08/08/2023 , 06:15:00,0,0
634,08/08/2023 , 06:30:00,4,3.2
635,08/08/2023 , 06:45:00,72,57
636,08/08/2023 , 07:00:00,271,214.6
637,08/08/2023 , 07:15:00,595,471.1
638,08/08/2023 , 07:30:00,969,767.3
639,08/08/2023 , 07:45:00,1490,1179.8
640,08/08/2023 , 08:00:00,1427,1129.9
641,08/08/2023 , 08:15:00,2253,1784
642,08/08/2023 , 08:30:00,3428,2714.4
643,08/08/2023 , 08:45:00,4127,3267.9
644,08/08/2023 , 09:00:00,5281,4181.6
645,08/08/2023 , 09:15:00,6023,4769.2
646,08/08/2023 , 09:30:00,6892,5457.3
647,08/08/2023 , 09:45:00,8077,6395.6
648,08/08/2023 , 10:00:00,8561,6778.8
649,08/08/2023 , 10:15:00,9562,7571.5
650,08/08/2023 , 10:30:00,10457,8280.2
651,08/08/2023 , 10:45:00,10834,8578.7
652,08/08/2023 , 11:00:00,12572,9954.9
653,08/08/2023 , 11:15:00,10634,8420.3
654,08/08/2023 , 11:30:00,11480,9090.2
655,08/08/2023 , 11:45:00,13556,10734
656,08/08/2023 , 12:00:00,14439,11433.2
657,08/08/2023 , 12:15:00,14594,11555.9
658,08/08/2023 , 12:30:00,10363,8205.7
659,08/08/2023 , 12:45:00,2618,2073
660,08/08/2023 , 13:00:00,11164,8840
661,08/08/2023 , 13:15:00,15356,12159.3
662,08/08/2023 , 13:30:00,15091,11949.5
663,08/08/2023 , 13:45:00,15020,11893.3
664,08/08/2023 , 14:00:00,14592,11554.4
665,08/08/2023 , 14:15:00,14592,11554.4
666,08/08/2023 , 14:30:00,13872,10984.2
667,08/08/2023 , 14:45:00,13870,10982.7
668,08/08/2023 , 15:00:00,13181,10437.1
669,08/08/2023 , 15:15:00,10040,7950
670,08/08/2023 , 15:30:00,11376,9007.8
671,08/08/2023 , 15:45:00,10086,7986.4
672,08/08/2023 , 16:00:00,10346,8192.3
673,08/08/2023 , 16:15:00,7870,6231.7
674,08/08/2023 , 16:30:00,9142,7238.9
675,08/08/2023 , 16:45:00,8008,6341
676,08/08/2023 , 17:00:00,7180,5685.3
677,08/08/2023 , 17:15:00,6678,5287.8
678,08/08/2023 , 17:30:00,6449,5106.5
679,08/08/2023 , 17:45:00,5115,4050.2
680,08/08/2023 , 18:00:00,4701,3722.4
681,08/08/2023 , 18:15:00,3903,3090.5
682,08/08/2023 , 18:30:00,3327,2634.4
683,08/08/2023 , 18:45:00,2414,1911.5
684,08/08/2023 , 19:00:00,1723,1364.3
685,08/08/2023 , 19:15:00,1514,1198.8
686,08/08/2023 , 19:30:00,1038,821.9
687,08/08/2023 , 19:45:00,581,460.1
688,08/08/2023 , 20:00:00,267,211.4
689,08/08/2023 , 20:15:00,88,69.7
690,08/08/2023 , 20:30:00,7,5.5
691,08/08/2023 , 20:45:00,0,0
692,08/08/2023 , 21:00:00,0,0
693,08/08/2023 , 21:15:00,0,0
694,08/08/2023 , 21:30:00,0,0
695,08/08/2023 , 21:45:00,0,0
696,08/08/2023 , 22:00:00,0,0
697,08/08/2023 , 22:15:00,0,0
698,08/08/2023 , 22:30:00,0,0
699,08/08/2023 , 22:45:00,0,0
700,08/08/2023 , 23:00:00,0,0
701,08/08/2023 , 23:15:00,0,0
702,08/08/2023 , 23:30:00,0,0
703,08/08/2023 , 23:45:00,0,0
704,08/08/2023 , 24:00:00,0,0
705,09/08/2023 , 00:15:00,0,0
706,09/08/2023 , 00:30:00,0,0
707,09/08/2023 , 00:45:00,0,0
708,09/08/2023 , 01:00:00,0,0
709,09/08/2023 , 01:15:00,0,0
710,09/08/2023 , 01:30:00,0,0
711,09/08/2023 , 01:45:00,0,0
712,09/08/2023 , 02:00:00,0,0
713,09/08/2023 , 02:15:00,0,0
714,09/08/2023 , 02:30:00,0,0
715,09/08/2023 , 02:45:00,0,0
716,09/08/2023 , 03:00:00,0,0
717,09/08/2023 , 03:15:00,0,0
718,09/08/2023 , 03:30:00,0,0
719,09/08/2023 , 03:45:00,0,0
720,09/08/2023 , 04:00:00,0,0
721,09/08/2023 , 04:15:00,0,0
722,09/08/2023 , 04:30:00,0,0
723,09/08/2023 , 04:45:00,0,0
724,09/08/2023 , 05:00:00,0,0
725,09/08/2023 , 05:15:00,0,0
726,09/08/2023 , 05:30:00,0,0
727,09/08/2023 , 05:45:00,0,0
728,09/08/2023 , 06:00:00,0,0
729,09/08/2023 , 06:15:00,0,0
730,09/08/2023 , 06:30:00,4,3.2
731,09/08/2023 , 06:45:00,61,48.3
732,09/08/2023 , 07:00:00,230,182.1
733,09/08/2023 , 07:15:00,487,385.6
734,09/08/2023 , 07:30:00,840,665.1
735,09/08/2023 , 07:45:00,1342,1062.6
736,09/08/2023 , 08:00:00,2130,1686.6
737,09/08/2023 , 08:15:00,2157,1708
738,09/08/2023 , 08:30:00,3098,2453.1
739,09/08/2023 , 08:45:00,4445,3519.7
740,09/08/2023 , 09:00:00,5217,4131
741,09/08/2023 , 09:15:00,6078,4812.7
742,09/08/2023 , 09:30:00,6479,5130.3
743,09/08/2023 , 09:45:00,7507,5944.3
744,09/08/2023 , 10:00:00,8372,6629.2
745,09/08/2023 , 10:15:00,9670,7657
746,09/08/2023 , 10:30:00,9342,7397.3
747,09/08/2023 , 10:45:00,10372,8212.8
748,09/08/2023 , 11:00:00,10864,8602.4
749,09/08/2023 , 11:15:00,11796,9340.4
750,09/08/2023 , 11:30:00,13222,10469.6
751,09/08/2023 , 11:45:00,13774,10906.6
752,09/08/2023 , 12:00:00,13766,10900.3
753,09/08/2023 , 12:15:00,11819,9358.6
754,09/08/2023 , 12:30:00,14140,11196.5
755,09/08/2023 , 12:45:00,15806,12515.6
756,09/08/2023 , 13:00:00,15873,12568.7
757,09/08/2023 , 13:15:00,15886,12579
758,09/08/2023 , 13:30:00,14902,11799.8
759,09/08/2023 , 13:45:00,13053,10335.7
760,09/08/2023 , 14:00:00,15499,12272.6
761,09/08/2023 , 14:15:00,14512,11491
762,09/08/2023 , 14:30:00,13589,10760.2
763,09/08/2023 , 14:45:00,13850,10966.8
764,09/08/2023 , 15:00:00,12765,10107.7
765,09/08/2023 , 15:15:00,12301,9740.3
766,09/08/2023 , 15:30:00,12188,9650.8
767,09/08/2023 , 15:45:00,11209,8875.6
768,09/08/2023 , 16:00:00,10350,8195.4
769,09/08/2023 , 16:15:00,9179,7268.2
770,09/08/2023 , 16:30:00,9655,7645.1
771,09/08/2023 , 16:45:00,7014,5553.9
772,09/08/2023 , 17:00:00,6539,5177.8
773,09/08/2023 , 17:15:00,6912,5473.1
774,09/08/2023 , 17:30:00,5007,3964.7
775,09/08/2023 , 17:45:00,3438,2722.3
776,09/08/2023 , 18:00:00,1478,1170.3
777,09/08/2023 , 18:15:00,3916,3100.8
778,09/08/2023 , 18:30:00,3099,2453.9
779,09/08/2023 , 18:45:00,933,738.8
780,09/08/2023 , 19:00:00,1595,1263
781,09/08/2023 , 19:15:00,1281,1014.3
782,09/08/2023 , 19:30:00,744,589.1
783,09/08/2023 , 19:45:00,493,390.4
784,09/08/2023 , 20:00:00,189,149.7
785,09/08/2023 , 20:15:00,49,38.8
786,09/08/2023 , 20:30:00,5,4
787,09/08/2023 , 20:45:00,0,0
788,09/08/2023 , 21:00:00,0,0
789,09/08/2023 , 21:15:00,0,0
790,09/08/2023 , 21:30:00,0,0
791,09/08/2023 , 21:45:00,0,0
792,09/08/2023 , 22:00:00,0,0
793,09/08/2023 , 22:15:00,0,0
794,09/08/2023 , 22:30:00,0,0
795,09/08/2023 , 22:45:00,0,0
796,09/08/2023 , 23:00:00,0,0
797,09/08/2023 , 23:15:00,0,0
798,09/08/2023 , 23:30:00,0,0
799,09/08/2023 , 23:45:00,0,0
800,09/08/2023 , 24:00:00,0,0
801,10/08/2023 , 00:15:00,0,0
802,10/08/2023 , 00:30:00,0,0
803,10/08/2023 , 00:45:00,0,0
804,10/08/2023 , 01:00:00,0,0
805,10/08/2023 , 01:15:00,0,0
806,10/08/2023 , 01:30:00,0,0
807,10/08/2023 , 01:45:00,0,0
808,10/08/2023 , 02:00:00,0,0
809,10/08/2023 , 02:15:00,0,0
810,10/08/2023 , 02:30:00,0,0
811,10/08/2023 , 02:45:00,0,0
812,10/08/2023 , 03:00:00,0,0
813,10/08/2023 , 03:15:00,0,0
814,10/08/2023 , 03:30:00,0,0
815,10/08/2023 , 03:45:00,0,0
816,10/08/2023 , 04:00:00,0,0
817,10/08/2023 , 04:15:00,0,0
818,10/08/2023 , 04:30:00,0,0
819,10/08/2023 , 04:45:00,0,0
820,10/08/2023 , 05:00:00,0,0
821,10/08/2023 , 05:15:00,0,0
822,10/08/2023 , 05:30:00,0,0
823,10/08/2023 , 05:45:00,0,0
824,10/08/2023 , 06:00:00,0,0
825,10/08/2023 , 06:15:00,0,0
826,10/08/2023 , 06:30:00,2,1.6
827,10/08/2023 , 06:45:00,50,39.6
828,10/08/2023 , 07:00:00,187,148.1
829,10/08/2023 , 07:15:00,359,284.3
830,10/08/2023 , 07:30:00,742,587.5
831,10/08/2023 , 07:45:00,1445,1144.2
832,10/08/2023 , 08:00:00,1925,1524.3
833,10/08/2023 , 08:15:00,2430,1924.1
834,10/08/2023 , 08:30:00,3571,2827.6
835,10/08/2023 , 08:45:00,2007,1589.2
836,10/08/2023 , 09:00:00,3668,2904.4
837,10/08/2023 , 09:15:00,5837,4621.9
838,10/08/2023 , 09:30:00,7873,6234.1
839,10/08/2023 , 09:45:00,7195,5697.2
840,10/08/2023 , 10:00:00,9226,7305.4
841,10/08/2023 , 10:15:00,8279,6555.6
842,10/08/2023 , 10:30:00,11010,8718
843,10/08/2023 , 10:45:00,11722,9281.8
844,10/08/2023 , 11:00:00,12204,9663.5
845,10/08/2023 , 11:15:00,13544,10724.5
846,10/08/2023 , 11:30:00,14260,11291.5
847,10/08/2023 , 11:45:00,15074,11936
848,10/08/2023 , 12:00:00,15307,12120.5
849,10/08/2023 , 12:15:00,16328,12929
850,10/08/2023 , 12:30:00,16331,12931.4
851,10/08/2023 , 12:45:00,12873,10193.2
852,10/08/2023 , 13:00:00,12743,10090.3
853,10/08/2023 , 13:15:00,14895,11794.3
854,10/08/2023 , 13:30:00,13314,10542.4
855,10/08/2023 , 13:45:00,9237,7314.1
856,10/08/2023 , 14:00:00,16736,13252
857,10/08/2023 , 14:15:00,12376,9799.7
858,10/08/2023 , 14:30:00,16092,12742.1
859,10/08/2023 , 14:45:00,15586,12341.4
860,10/08/2023 , 15:00:00,11702,9266
861,10/08/2023 , 15:15:00,13620,10784.7
862,10/08/2023 , 15:30:00,9385,7431.3
863,10/08/2023 , 15:45:00,5314,4207.8
864,10/08/2023 , 16:00:00,10928,8653.1
865,10/08/2023 , 16:15:00,11706,9269.1
866,10/08/2023 , 16:30:00,10149,8036.3
867,10/08/2023 , 16:45:00,9701,7681.5
868,10/08/2023 , 17:00:00,8891,7040.1
869,10/08/2023 , 17:15:00,6470,5123.1
870,10/08/2023 , 17:30:00,5282,4182.4
871,10/08/2023 , 17:45:00,3172,2511.7
872,10/08/2023 , 18:00:00,1757,1391.2
873,10/08/2023 , 18:15:00,1673,1324.7
874,10/08/2023 , 18:30:00,1678,1328.7
875,10/08/2023 , 18:45:00,1748,1384.1
876,10/08/2023 , 19:00:00,1733,1372.2
877,10/08/2023 , 19:15:00,1871,1481.5
878,10/08/2023 , 19:30:00,1457,1153.7
879,10/08/2023 , 19:45:00,921,729.3
880,10/08/2023 , 20:00:00,430,340.5
881,10/08/2023 , 20:15:00,85,67.3
882,10/08/2023 , 20:30:00,5,4
883,10/08/2023 , 20:45:00,0,0
884,10/08/2023 , 21:00:00,0,0
885,10/08/2023 , 21:15:00,0,0
886,10/08/2023 , 21:30:00,0,0
887,10/08/2023 , 21:45:00,0,0
888,10/08/2023 , 22:00:00,0,0
889,10/08/2023 , 22:15:00,0,0
890,10/08/2023 , 22:30:00,0,0
891,10/08/2023 , 22:45:00,0,0
892,10/08/2023 , 23:00:00,0,0
893,10/08/2023 , 23:15:00,0,0
894,10/08/2023 , 23:30:00,0,0
895,10/08/2023 , 23:45:00,0,0
896,10/08/2023 , 24:00:00,0,0
897,11/08/2023 , 00:15:00,0,0
898,11/08/2023 , 00:30:00,0,0
899,11/08/2023 , 00:45:00,0,0
900,11/08/2023 , 01:00:00,0,0
901,11/08/2023 , 01:15:00,0,0
902,11/08/2023 , 01:30:00,0,0
903,11/08/2023 , 01:45:00,0,0
904,11/08/2023 , 02:00:00,0,0
905,11/08/2023 , 02:15:00,0,0
906,11/08/2023 , 02:30:00,0,0
907,11/08/2023 , 02:45:00,0,0
908,11/08/2023 , 03:00:00,0,0
909,11/08/2023 , 03:15:00,0,0
910,11/08/2023 , 03:30:00,0,0
911,11/08/2023 , 03:45:00,0,0
912,11/08/2023 , 04:00:00,0,0
913,11/08/2023 , 04:15:00,0,0
914,11/08/2023 , 04:30:00,0,0
915,11/08/2023 , 04:45:00,0,0
916,11/08/2023 , 05:00:00,0,0
917,11/08/2023 , 05:15:00,0,0
918,11/08/2023 , 05:30:00,0,0
919,11/08/2023 , 05:45:00,0,0
920,11/08/2023 , 06:00:00,0,0
921,11/08/2023 , 06:15:00,0,0
922,11/08/2023 , 06:30:00,2,1.6
923,11/08/2023 , 06:45:00,53,42
924,11/08/2023 , 07:00:00,230,182.1
925,11/08/2023 , 07:15:00,566,448.2
926,11/08/2023 , 07:30:00,1013,802.1
927,11/08/2023 , 07:45:00,1541,1220.2
928,11/08/2023 , 08:00:00,2193,1736.5
929,11/08/2023 , 08:15:00,2820,2233
930,11/08/2023 , 08:30:00,3643,2884.6
931,11/08/2023 , 08:45:00,4491,3556.1
932,11/08/2023 , 09:00:00,5492,4348.7
933,11/08/2023 , 09:15:00,6168,4884
934,11/08/2023 , 09:30:00,7185,5689.3
935,11/08/2023 , 09:45:00,6592,5219.7
936,11/08/2023 , 10:00:00,9175,7265
937,11/08/2023 , 10:15:00,9183,7271.4
938,11/08/2023 , 10:30:00,11112,8798.8
939,11/08/2023 , 10:45:00,9987,7908
940,11/08/2023 , 11:00:00,11744,9299.2
941,11/08/2023 , 11:15:00,12258,9706.2
942,11/08/2023 , 11:30:00,13376,10591.5
943,11/08/2023 , 11:45:00,13775,10907.4
944,11/08/2023 , 12:00:00,14876,11779.2
945,11/08/2023 , 12:15:00,13272,10509.2
946,11/08/2023 , 12:30:00,14812,11728.6
947,11/08/2023 , 12:45:00,14538,11511.6
948,11/08/2023 , 13:00:00,15096,11953.4
949,11/08/2023 , 13:15:00,16852,13343.9
950,11/08/2023 , 13:30:00,17001,13461.9
951,11/08/2023 , 13:45:00,17095,13536.3
952,11/08/2023 , 14:00:00,17029,13484.1
953,11/08/2023 , 14:15:00,17648,13974.2
954,11/08/2023 , 14:30:00,16951,13422.3
955,11/08/2023 , 14:45:00,14137,11194.1
956,11/08/2023 , 15:00:00,14992,11871.1
957,11/08/2023 , 15:15:00,13791,10920.1
958,11/08/2023 , 15:30:00,13074,10352.4
959,11/08/2023 , 15:45:00,11837,9372.9
960,11/08/2023 , 16:00:00,11285,8935.8
961,11/08/2023 , 16:15:00,10260,8124.2
962,11/08/2023 , 16:30:00,10350,8195.4
963,11/08/2023 , 16:45:00,5851,4633
964,11/08/2023 , 17:00:00,6713,5315.5
965,11/08/2023 , 17:15:00,5660,4481.8
966,11/08/2023 , 17:30:00,7735,6124.8
967,11/08/2023 , 17:45:00,4910,3887.9
968,11/08/2023 , 18:00:00,5035,3986.9
969,11/08/2023 , 18:15:00,4507,3568.8
970,11/08/2023 , 18:30:00,3705,2933.7
971,11/08/2023 , 18:45:00,2629,2081.7
972,11/08/2023 , 19:00:00,2097,1660.5
973,11/08/2023 , 19:15:00,1621,1283.6
974,11/08/2023 , 19:30:00,1075,851.2
975,11/08/2023 , 19:45:00,619,490.1
976,11/08/2023 , 20:00:00,292,231.2
977,11/08/2023 , 20:15:00,77,61
978,11/08/2023 , 20:30:00,6,4.8
979,11/08/2023 , 20:45:00,0,0
980,11/08/2023 , 21:00:00,0,0
981,11/08/2023 , 21:15:00,0,0
982,11/08/2023 , 21:30:00,0,0
983,11/08/2023 , 21:45:00,0,0
984,11/08/2023 , 22:00:00,0,0
985,11/08/2023 , 22:15:00,0,0
986,11/08/2023 , 22:30:00,0,0
987,11/08/2023 , 22:45:00,0,0
988,11/08/2023 , 23:00:00,0,0
989,11/08/2023 , 23:15:00,0,0
990,11/08/2023 , 23:30:00,0,0
991,11/08/2023 , 23:45:00,0,0
992,11/08/2023 , 24:00:00,0,0
993,12/08/2023 , 00:15:00,0,0
994,12/08/2023 , 00:30:00,0,0
995,12/08/2023 , 00:45:00,0,0
996,12/08/2023 , 01:00:00,0,0
997,12/08/2023 , 01:15:00,0,0
998,12/08/2023 , 01:30:00,0,0
999,12/08/2023 , 01:45:00,0,0
1000,12/08/2023 , 02:00:00,0,0
1001,12/08/2023 , 02:15:00,0,0
1002,12/08/2023 , 02:30:00,0,0
1003,12/08/2023 , 02:45:00,0,0
1004,12/08/2023 , 03:00:00,0,0
1005,12/08/2023 , 03:15:00,0,0
1006,12/08/2023 , 03:30:00,0,0
1007,12/08/2023 , 03:45:00,0,0
1008,12/08/2023 , 04:00:00,0,0
1009,12/08/2023 , 04:15:00,0,0
1010,12/08/2023 , 04:30:00,0,0
1011,12/08/2023 , 04:45:00,0,0
1012,12/08/2023 , 05:00:00,0,0
1013,12/08/2023 , 05:15:00,0,0
1014,12/08/2023 , 05:30:00,0,0
1015,12/08/2023 , 05:45:00,0,0
1016,12/08/2023 , 06:00:00,0,0
1017,12/08/2023 , 06:15:00,0,0
1018,12/08/2023 , 06:30:00,2,1.6
1019,12/08/2023 , 06:45:00,61,48.3
1020,12/08/2023 , 07:00:00,240,190
1021,12/08/2023 , 07:15:00,563,445.8
1022,12/08/2023 , 07:30:00,767,607.3
1023,12/08/2023 , 07:45:00,1159,917.7
1024,12/08/2023 , 08:00:00,1349,1068.2
1025,12/08/2023 , 08:15:00,1370,1084.8
1026,12/08/2023 , 08:30:00,4155,3290
1027,12/08/2023 , 08:45:00,4836,3829.3
1028,12/08/2023 , 09:00:00,4339,3435.7
1029,12/08/2023 , 09:15:00,5646,4470.7
1030,12/08/2023 , 09:30:00,4210,3333.6
1031,12/08/2023 , 09:45:00,7491,5931.6
1032,12/08/2023 , 10:00:00,9484,7509.7
1033,12/08/2023 , 10:15:00,11352,8988.8
1034,12/08/2023 , 10:30:00,6701,5306
1035,12/08/2023 , 10:45:00,7077,5603.8
1036,12/08/2023 , 11:00:00,6621,5242.7
1037,12/08/2023 , 11:15:00,7056,5587.1
1038,12/08/2023 , 11:30:00,7960,6303
1039,12/08/2023 , 11:45:00,6678,5287.8
1040,12/08/2023 , 12:00:00,6369,5043.2
1041,12/08/2023 , 12:15:00,12541,9930.3
1042,12/08/2023 , 12:30:00,16616,13157
1043,12/08/2023 , 12:45:00,10363,8205.7
1044,12/08/2023 , 13:00:00,15626,12373.1
1045,12/08/2023 , 13:15:00,15309,12122.1
1046,12/08/2023 , 13:30:00,17169,13594.9
1047,12/08/2023 , 13:45:00,18262,14460.4
1048,12/08/2023 , 14:00:00,18334,14517.4
1049,12/08/2023 , 14:15:00,18267,14464.3
1050,12/08/2023 , 14:30:00,17875,14153.9
1051,12/08/2023 , 14:45:00,17259,13666.2
1052,12/08/2023 , 15:00:00,16289,12898.1
1053,12/08/2023 , 15:15:00,15873,12568.7
1054,12/08/2023 , 15:30:00,13685,10836.2
1055,12/08/2023 , 15:45:00,10994,8705.4
1056,12/08/2023 , 16:00:00,12630,10000.8
1057,12/08/2023 , 16:15:00,12345,9775.1
1058,12/08/2023 , 16:30:00,11979,9485.3
1059,12/08/2023 , 16:45:00,12178,9642.9
1060,12/08/2023 , 17:00:00,5367,4249.7
1061,12/08/2023 , 17:15:00,6055,4794.5
1062,12/08/2023 , 17:30:00,8537,6759.8
1063,12/08/2023 , 17:45:00,3900,3088.1
1064,12/08/2023 , 18:00:00,7928,6277.6
1065,12/08/2023 , 18:15:00,6511,5155.6
1066,12/08/2023 , 18:30:00,4053,3209.3
1067,12/08/2023 , 18:45:00,2422,1917.8
1068,12/08/2023 , 19:00:00,1374,1088
1069,12/08/2023 , 19:15:00,823,651.7
1070,12/08/2023 , 19:30:00,746,590.7
1071,12/08/2023 , 19:45:00,625,494.9
1072,12/08/2023 , 20:00:00,334,264.5
1073,12/08/2023 , 20:15:00,51,40.4
1074,12/08/2023 , 20:30:00,3,2.4
1075,12/08/2023 , 20:45:00,0,0
1076,12/08/2023 , 21:00:00,0,0
1077,12/08/2023 , 21:15:00,0,0
1078,12/08/2023 , 21:30:00,0,0
1079,12/08/2023 , 21:45:00,0,0
1080,12/08/2023 , 22:00:00,0,0
1081,12/08/2023 , 22:15:00,0,0
1082,12/08/2023 , 22:30:00,0,0
1083,12/08/2023 , 22:45:00,0,0
1084,12/08/2023 , 23:00:00,0,0
1085,12/08/2023 , 23:15:00,0,0
1086,12/08/2023 , 23:30:00,0,0
1087,12/08/2023 , 23:45:00,0,0
1088,12/08/2023 , 24:00:00,0,0
1089,13/08/2023 , 00:15:00,0,0
1090,13/08/2023 , 00:30:00,0,0
1091,13/08/2023 , 00:45:00,0,0
1092,13/08/2023 , 01:00:00,0,0
1093,13/08/2023 , 01:15:00,0,0
1094,13/08/2023 , 01:30:00,0,0
1095,13/08/2023 , 01:45:00,0,0
1096,13/08/2023 , 02:00:00,0,0
1097,13/08/2023 , 02:15:00,0,0
1098,13/08/2023 , 02:30:00,0,0
1099,13/08/2023 , 02:45:00,0,0
1100,13/08/2023 , 03:00:00,0,0
1101,13/08/2023 , 03:15:00,0,0
1102,13/08/2023 , 03:30:00,0,0
1103,13/08/2023 , 03:45:00,0,0
1104,13/08/2023 , 04:00:00,0,0
1105,13/08/2023 , 04:15:00,0,0
1106,13/08/2023 , 04:30:00,0,0
1107,13/08/2023 , 04:45:00,0,0
1108,13/08/2023 , 05:00:00,0,0
1109,13/08/2023 , 05:15:00,0,0
1110,13/08/2023 , 05:30:00,0,0
1111,13/08/2023 , 05:45:00,0,0
1112,13/08/2023 , 06:00:00,0,0
1113,13/08/2023 , 06:15:00,0,0
1114,13/08/2023 , 06:30:00,1,0.8
1115,13/08/2023 , 06:45:00,47,37.2
1116,13/08/2023 , 07:00:00,301,238.3
1117,13/08/2023 , 07:15:00,758,600.2
1118,13/08/2023 , 07:30:00,1517,1201.2
1119,13/08/2023 , 07:45:00,2019,1598.7
1120,13/08/2023 , 08:00:00,2596,2055.6
1121,13/08/2023 , 08:15:00,2881,2281.3
1122,13/08/2023 , 08:30:00,3639,2881.5
1123,13/08/2023 , 08:45:00,4805,3804.7
1124,13/08/2023 , 09:00:00,5729,4536.4
1125,13/08/2023 , 09:15:00,6531,5171.4
1126,13/08/2023 , 09:30:00,7074,5601.4
1127,13/08/2023 , 09:45:00,7663,6067.8
1128,13/08/2023 , 10:00:00,7640,6049.6
1129,13/08/2023 , 10:15:00,10638,8423.5
1130,13/08/2023 , 10:30:00,11743,9298.4
1131,13/08/2023 , 10:45:00,12660,10024.6
1132,13/08/2023 , 11:00:00,12595,9973.1
1133,13/08/2023 , 11:15:00,13994,11080.9
1134,13/08/2023 , 11:30:00,15074,11936
1135,13/08/2023 , 11:45:00,15802,12512.5
1136,13/08/2023 , 12:00:00,16569,13119.8
1137,13/08/2023 , 12:15:00,17105,13544.2
1138,13/08/2023 , 12:30:00,17554,13899.8
1139,13/08/2023 , 12:45:00,18005,14256.9
1140,13/08/2023 , 13:00:00,18369,14545.1
1141,13/08/2023 , 13:15:00,18250,14450.9
1142,13/08/2023 , 13:30:00,18725,14827
1143,13/08/2023 , 13:45:00,19101,15124.7
1144,13/08/2023 , 14:00:00,18474,14628.2
1145,13/08/2023 , 14:15:00,18880,14949.7
1146,13/08/2023 , 14:30:00,18765,14858.7
1147,13/08/2023 , 14:45:00,17738,14045.5
1148,13/08/2023 , 15:00:00,17975,14233.1
1149,13/08/2023 , 15:15:00,16596,13141.2
1150,13/08/2023 , 15:30:00,15411,12202.9
1151,13/08/2023 , 15:45:00,13583,10755.4
1152,13/08/2023 , 16:00:00,14796,11715.9
1153,13/08/2023 , 16:15:00,13975,11065.8
1154,13/08/2023 , 16:30:00,13760,10895.6
1155,13/08/2023 , 16:45:00,11069,8764.8
1156,13/08/2023 , 17:00:00,8537,6759.8
1157,13/08/2023 , 17:15:00,7351,5820.7
1158,13/08/2023 , 17:30:00,4506,3568
1159,13/08/2023 , 17:45:00,3693,2924.2
1160,13/08/2023 , 18:00:00,5201,4118.3
1161,13/08/2023 , 18:15:00,5058,4005.1
1162,13/08/2023 , 18:30:00,3518,2785.7
1163,13/08/2023 , 18:45:00,2666,2111
1164,13/08/2023 , 19:00:00,2074,1642.3
1165,13/08/2023 , 19:15:00,1071,848
1166,13/08/2023 , 19:30:00,767,607.3
1167,13/08/2023 , 19:45:00,448,354.7
1168,13/08/2023 , 20:00:00,193,152.8
1169,13/08/2023 , 20:15:00,43,34
1170,13/08/2023 , 20:30:00,2,1.6
1171,13/08/2023 , 20:45:00,0,0
1172,13/08/2023 , 21:00:00,0,0
1173,13/08/2023 , 21:15:00,0,0
1174,13/08/2023 , 21:30:00,0,0
1175,13/08/2023 , 21:45:00,0,0
1176,13/08/2023 , 22:00:00,0,0
1177,13/08/2023 , 22:15:00,0,0
1178,13/08/2023 , 22:30:00,0,0
1179,13/08/2023 , 22:45:00,0,0
1180,13/08/2023 , 23:00:00,0,0
1181,13/08/2023 , 23:15:00,0,0
1182,13/08/2023 , 23:30:00,0,0
1183,13/08/2023 , 23:45:00,0,0
1184,13/08/2023 , 24:00:00,0,0
1185,14/08/2023 , 00:15:00,0,0
1186,14/08/2023 , 00:30:00,0,0
1187,14/08/2023 , 00:45:00,0,0
1188,14/08/2023 , 01:00:00,0,0
1189,14/08/2023 , 01:15:00,0,0
