Site Name ,ODYLIGHT002
Site Number ,1
Logger ,Integrating Light Sensor
Logger Serial Number ,15889


Scan No ,Date and Time,       Integrating Light,        ,
        ,        ,RAW VALUE ,CALIBRATED VALUE,

1389,13/06/2023 , 02:15:00,0,0
1390,13/06/2023 , 02:30:00,0,0
1391,13/06/2023 , 02:45:00,0,0
1392,13/06/2023 , 03:00:00,0,0
1393,13/06/2023 , 03:15:00,0,0
1394,13/06/2023 , 03:30:00,0,0
1395,13/06/2023 , 03:45:00,0,0
1396,13/06/2023 , 04:00:00,0,0
1397,13/06/2023 , 04:15:00,0,0
1398,13/06/2023 , 04:30:00,0,0
1399,13/06/2023 , 04:45:00,0,0
1400,13/06/2023 , 05:00:00,0,0
1401,13/06/2023 , 05:15:00,0,0
1402,13/06/2023 , 05:30:00,0,0
1403,13/06/2023 , 05:45:00,0,0
1404,13/06/2023 , 06:00:00,0,0
1405,13/06/2023 , 06:15:00,2,1.7
1406,13/06/2023 , 06:30:00,21,17.3
1407,13/06/2023 , 06:45:00,89,73.5
1408,13/06/2023 , 07:00:00,237,195.7
1409,13/06/2023 , 07:15:00,436,359.9
1410,13/06/2023 , 07:30:00,906,748
1411,13/06/2023 , 07:45:00,1366,1127.7
1412,13/06/2023 , 08:00:00,1215,1003.1
1413,13/06/2023 , 08:15:00,1702,1405.1
1414,13/06/2023 , 08:30:00,2212,1826.1
1415,13/06/2023 , 08:45:00,1769,1460.4
1416,13/06/2023 , 09:00:00,3958,3267.6
1417,13/06/2023 , 09:15:00,5150,4251.6
1418,13/06/2023 , 09:30:00,3895,3215.5
1419,13/06/2023 , 09:45:00,5236,4322.6
1420,13/06/2023 , 10:00:00,6936,5726.1
1421,13/06/2023 , 10:15:00,6039,4985.5
1422,13/06/2023 , 10:30:00,4454,3677
1423,13/06/2023 , 10:45:00,7333,6053.8
1424,13/06/2023 , 11:00:00,6658,5496.6
1425,13/06/2023 , 11:15:00,8580,7083.3
1426,13/06/2023 , 11:30:00,9812,8100.4
1427,13/06/2023 , 11:45:00,4792,3956.1
1428,13/06/2023 , 12:00:00,8297,6849.7
1429,13/06/2023 , 12:15:00,8857,7312
1430,13/06/2023 , 12:30:00,10873,8976.3
1431,13/06/2023 , 12:45:00,9655,7970.8
1432,13/06/2023 , 13:00:00,7601,6275.1
1433,13/06/2023 , 13:15:00,6343,5236.5
1434,13/06/2023 , 13:30:00,5910,4879
1435,13/06/2023 , 13:45:00,7768,6412.9
1436,13/06/2023 , 14:00:00,7427,6131.4
1437,13/06/2023 , 14:15:00,6723,5550.2
1438,13/06/2023 , 14:30:00,6787,5603.1
1439,13/06/2023 , 14:45:00,8379,6917.3
1440,13/06/2023 , 15:00:00,7334,6054.6
1441,13/06/2023 , 15:15:00,7088,5851.6
1442,13/06/2023 , 15:30:00,5058,4175.7
1443,13/06/2023 , 15:45:00,7319,6042.3
1444,13/06/2023 , 16:00:00,5362,4426.6
1445,13/06/2023 , 16:15:00,6950,5737.6
1446,13/06/2023 , 16:30:00,6719,5546.9
1447,13/06/2023 , 16:45:00,5562,4591.8
1448,13/06/2023 , 17:00:00,3590,2963.8
1449,13/06/2023 , 17:15:00,6029,4977.3
1450,13/06/2023 , 17:30:00,5741,4739.5
1451,13/06/2023 , 17:45:00,4883,4031.2
1452,13/06/2023 , 18:00:00,3619,2987.7
1453,13/06/2023 , 18:15:00,3670,3029.8
1454,13/06/2023 , 18:30:00,1713,1414.2
1455,13/06/2023 , 18:45:00,1410,1164
1456,13/06/2023 , 19:00:00,1707,1409.2
1457,13/06/2023 , 19:15:00,1928,1591.7
1458,13/06/2023 , 19:30:00,1448,1195.4
1459,13/06/2023 , 19:45:00,942,777.7
1460,13/06/2023 , 20:00:00,553,456.5
1461,13/06/2023 , 20:15:00,246,203.1
1462,13/06/2023 , 20:30:00,72,59.4
1463,13/06/2023 , 20:45:00,10,8.3
1464,13/06/2023 , 21:00:00,0,0
1465,13/06/2023 , 21:15:00,0,0
1466,13/06/2023 , 21:30:00,0,0
1467,13/06/2023 , 21:45:00,0,0
1468,13/06/2023 , 22:00:00,0,0
1469,13/06/2023 , 22:15:00,0,0
1470,13/06/2023 , 22:30:00,0,0
1471,13/06/2023 , 22:45:00,0,0
1472,13/06/2023 , 23:00:00,0,0
1473,13/06/2023 , 23:15:00,0,0
1474,13/06/2023 , 23:30:00,0,0
1475,13/06/2023 , 23:45:00,0,0
1476,13/06/2023 , 24:00:00,0,0
1477,14/06/2023 , 00:15:00,0,0
1478,14/06/2023 , 00:30:00,0,0
1479,14/06/2023 , 00:45:00,0,0
1480,14/06/2023 , 01:00:00,0,0
1481,14/06/2023 , 01:15:00,0,0
1482,14/06/2023 , 01:30:00,0,0
1483,14/06/2023 , 01:45:00,0,0
1484,14/06/2023 , 02:00:00,0,0
1485,14/06/2023 , 02:15:00,0,0
1486,14/06/2023 , 02:30:00,0,0
1487,14/06/2023 , 02:45:00,0,0
1488,14/06/2023 , 03:00:00,0,0
1489,14/06/2023 , 03:15:00,0,0
1490,14/06/2023 , 03:30:00,0,0
1491,14/06/2023 , 03:45:00,0,0
1492,14/06/2023 , 04:00:00,0,0
1493,14/06/2023 , 04:15:00,0,0
1494,14/06/2023 , 04:30:00,0,0
1495,14/06/2023 , 04:45:00,0,0
1496,14/06/2023 , 05:00:00,0,0
1497,14/06/2023 , 05:15:00,0,0
1498,14/06/2023 , 05:30:00,0,0
1499,14/06/2023 , 05:45:00,0,0
1500,14/06/2023 , 06:00:00,0,0
1501,14/06/2023 , 06:15:00,27,22.3
1502,14/06/2023 , 06:30:00,141,116.4
1503,14/06/2023 , 06:45:00,303,250.1
1504,14/06/2023 , 07:00:00,720,594.4
1505,14/06/2023 , 07:15:00,1539,1270.5
1506,14/06/2023 , 07:30:00,786,648.9
1507,14/06/2023 , 07:45:00,470,388
1508,14/06/2023 , 08:00:00,1431,1181.4
1509,14/06/2023 , 08:15:00,2088,1723.8
1510,14/06/2023 , 08:30:00,2489,2054.8
1511,14/06/2023 , 08:45:00,3610,2980.3
1512,14/06/2023 , 09:00:00,4233,3494.6
1513,14/06/2023 , 09:15:00,4836,3992.4
1514,14/06/2023 , 09:30:00,4766,3934.6
1515,14/06/2023 , 09:45:00,4686,3868.6
1516,14/06/2023 , 10:00:00,6055,4998.8
1517,14/06/2023 , 10:15:00,6492,5359.5
1518,14/06/2023 , 10:30:00,4707,3885.9
1519,14/06/2023 , 10:45:00,4139,3417
1520,14/06/2023 , 11:00:00,5338,4406.8
1521,14/06/2023 , 11:15:00,4222,3485.5
1522,14/06/2023 , 11:30:00,5617,4637.2
1523,14/06/2023 , 11:45:00,7853,6483.1
1524,14/06/2023 , 12:00:00,9072,7489.5
1525,14/06/2023 , 12:15:00,5592,4616.5
1526,14/06/2023 , 12:30:00,7887,6511.2
1527,14/06/2023 , 12:45:00,5416,4471.2
1528,14/06/2023 , 13:00:00,6069,5010.3
1529,14/06/2023 , 13:15:00,5510,4548.8
1530,14/06/2023 , 13:30:00,5114,4221.9
1531,14/06/2023 , 13:45:00,5471,4516.6
1532,14/06/2023 , 14:00:00,7290,6018.3
1533,14/06/2023 , 14:15:00,10330,8528
1534,14/06/2023 , 14:30:00,10512,8678.3
1535,14/06/2023 , 14:45:00,9555,7888.2
1536,14/06/2023 , 15:00:00,7027,5801.2
1537,14/06/2023 , 15:15:00,5450,4499.3
1538,14/06/2023 , 15:30:00,4850,4004
1539,14/06/2023 , 15:45:00,6885,5684
1540,14/06/2023 , 16:00:00,5365,4429.1
1541,14/06/2023 , 16:15:00,5445,4495.2
1542,14/06/2023 , 16:30:00,4298,3548.2
1543,14/06/2023 , 16:45:00,4118,3399.6
1544,14/06/2023 , 17:00:00,5205,4297
1545,14/06/2023 , 17:15:00,3546,2927.4
1546,14/06/2023 , 17:30:00,2120,1750.2
1547,14/06/2023 , 17:45:00,1994,1646.2
1548,14/06/2023 , 18:00:00,2380,1964.8
1549,14/06/2023 , 18:15:00,3169,2616.2
1550,14/06/2023 , 18:30:00,3820,3153.6
1551,14/06/2023 , 18:45:00,2379,1964
1552,14/06/2023 , 19:00:00,1459,1204.5
1553,14/06/2023 , 19:15:00,904,746.3
1554,14/06/2023 , 19:30:00,427,352.5
1555,14/06/2023 , 19:45:00,334,275.7
1556,14/06/2023 , 20:00:00,330,272.4
1557,14/06/2023 , 20:15:00,182,150.3
1558,14/06/2023 , 20:30:00,75,61.9
1559,14/06/2023 , 20:45:00,13,10.7
1560,14/06/2023 , 21:00:00,0,0
1561,14/06/2023 , 21:15:00,0,0
1562,14/06/2023 , 21:30:00,0,0
1563,14/06/2023 , 21:45:00,0,0
1564,14/06/2023 , 22:00:00,0,0
1565,14/06/2023 , 22:15:00,0,0
1566,14/06/2023 , 22:30:00,0,0
1567,14/06/2023 , 22:45:00,0,0
1568,14/06/2023 , 23:00:00,0,0
1569,14/06/2023 , 23:15:00,0,0
1570,14/06/2023 , 23:30:00,0,0
1571,14/06/2023 , 23:45:00,0,0
1572,14/06/2023 , 24:00:00,0,0
1573,15/06/2023 , 00:15:00,0,0
1574,15/06/2023 , 00:30:00,0,0
1575,15/06/2023 , 00:45:00,0,0
1576,15/06/2023 , 01:00:00,0,0
1577,15/06/2023 , 01:15:00,0,0
1578,15/06/2023 , 01:30:00,0,0
1579,15/06/2023 , 01:45:00,0,0
1580,15/06/2023 , 02:00:00,0,0
1581,15/06/2023 , 02:15:00,0,0
1582,15/06/2023 , 02:30:00,0,0
1583,15/06/2023 , 02:45:00,0,0
1584,15/06/2023 , 03:00:00,0,0
1585,15/06/2023 , 03:15:00,0,0
1586,15/06/2023 , 03:30:00,0,0
1587,15/06/2023 , 03:45:00,0,0
1588,15/06/2023 , 04:00:00,0,0
1589,15/06/2023 , 04:15:00,0,0
1590,15/06/2023 , 04:30:00,0,0
1591,15/06/2023 , 04:45:00,0,0
1592,15/06/2023 , 05:00:00,0,0
1593,15/06/2023 , 05:15:00,0,0
1594,15/06/2023 , 05:30:00,0,0
1595,15/06/2023 , 05:45:00,0,0
1596,15/06/2023 , 06:00:00,1,0.8
1597,15/06/2023 , 06:15:00,30,24.8
1598,15/06/2023 , 06:30:00,140,115.6
1599,15/06/2023 , 06:45:00,235,194
1600,15/06/2023 , 07:00:00,477,393.8
1601,15/06/2023 , 07:15:00,793,654.7
1602,15/06/2023 , 07:30:00,1104,911.4
1603,15/06/2023 , 07:45:00,1603,1323.4
1604,15/06/2023 , 08:00:00,1655,1366.3
1605,15/06/2023 , 08:15:00,2350,1940.1
1606,15/06/2023 , 08:30:00,2363,1950.8
1607,15/06/2023 , 08:45:00,3045,2513.8
1608,15/06/2023 , 09:00:00,3781,3121.4
1609,15/06/2023 , 09:15:00,4445,3669.6
1610,15/06/2023 , 09:30:00,5040,4160.8
1611,15/06/2023 , 09:45:00,5676,4685.9
1612,15/06/2023 , 10:00:00,5551,4582.7
1613,15/06/2023 , 10:15:00,6398,5281.9
1614,15/06/2023 , 10:30:00,7552,6234.6
1615,15/06/2023 , 10:45:00,8011,6613.5
1616,15/06/2023 , 11:00:00,6881,5680.7
1617,15/06/2023 , 11:15:00,7934,6550
1618,15/06/2023 , 11:30:00,8973,7407.7
1619,15/06/2023 , 11:45:00,9456,7806.5
1620,15/06/2023 , 12:00:00,9764,8060.7
1621,15/06/2023 , 12:15:00,9899,8172.2
1622,15/06/2023 , 12:30:00,10142,8372.8
1623,15/06/2023 , 12:45:00,10497,8665.9
1624,15/06/2023 , 13:00:00,11275,9308.2
1625,15/06/2023 , 13:15:00,10083,8324.1
1626,15/06/2023 , 13:30:00,11424,9431.2
1627,15/06/2023 , 13:45:00,10960,9048.1
1628,15/06/2023 , 14:00:00,11014,9092.7
1629,15/06/2023 , 14:15:00,10686,8821.9
1630,15/06/2023 , 14:30:00,3320,2740.9
1631,15/06/2023 , 14:45:00,1457,1202.8
1632,15/06/2023 , 15:00:00,868,716.6
1633,15/06/2023 , 15:15:00,681,562.2
1634,15/06/2023 , 15:30:00,647,534.1
1635,15/06/2023 , 15:45:00,1121,925.5
1636,15/06/2023 , 16:00:00,2077,1714.7
1637,15/06/2023 , 16:15:00,4088,3374.9
1638,15/06/2023 , 16:30:00,4648,3837.2
1639,15/06/2023 , 16:45:00,3023,2495.7
1640,15/06/2023 , 17:00:00,2567,2119.2
1641,15/06/2023 , 17:15:00,4769,3937.1
1642,15/06/2023 , 17:30:00,2606,2151.4
1643,15/06/2023 , 17:45:00,2512,2073.8
1644,15/06/2023 , 18:00:00,2318,1913.6
1645,15/06/2023 , 18:15:00,1933,1595.8
1646,15/06/2023 , 18:30:00,2794,2306.6
1647,15/06/2023 , 18:45:00,2201,1817.1
1648,15/06/2023 , 19:00:00,1919,1584.2
1649,15/06/2023 , 19:15:00,1338,1104.6
1650,15/06/2023 , 19:30:00,990,817.3
1651,15/06/2023 , 19:45:00,723,596.9
1652,15/06/2023 , 20:00:00,416,343.4
1653,15/06/2023 , 20:15:00,224,184.9
1654,15/06/2023 , 20:30:00,75,61.9
1655,15/06/2023 , 20:45:00,11,9.1
1656,15/06/2023 , 21:00:00,0,0
1657,15/06/2023 , 21:15:00,0,0
1658,15/06/2023 , 21:30:00,0,0
1659,15/06/2023 , 21:45:00,0,0
1660,15/06/2023 , 22:00:00,0,0
1661,15/06/2023 , 22:15:00,0,0
1662,15/06/2023 , 22:30:00,0,0
1663,15/06/2023 , 22:45:00,0,0
1664,15/06/2023 , 23:00:00,0,0
1665,15/06/2023 , 23:15:00,0,0
1666,15/06/2023 , 23:30:00,0,0
1667,15/06/2023 , 23:45:00,0,0
1668,15/06/2023 , 24:00:00,0,0
1669,16/06/2023 , 00:15:00,0,0
1670,16/06/2023 , 00:30:00,0,0
1671,16/06/2023 , 00:45:00,0,0
1672,16/06/2023 , 01:00:00,0,0
1673,16/06/2023 , 01:15:00,0,0
1674,16/06/2023 , 01:30:00,0,0
1675,16/06/2023 , 01:45:00,0,0
1676,16/06/2023 , 02:00:00,0,0
1677,16/06/2023 , 02:15:00,0,0
1678,16/06/2023 , 02:30:00,0,0
1679,16/06/2023 , 02:45:00,0,0
1680,16/06/2023 , 03:00:00,0,0
1681,16/06/2023 , 03:15:00,0,0
1682,16/06/2023 , 03:30:00,0,0
1683,16/06/2023 , 03:45:00,0,0
1684,16/06/2023 , 04:00:00,0,0
1685,16/06/2023 , 04:15:00,0,0
1686,16/06/2023 , 04:30:00,0,0
1687,16/06/2023 , 04:45:00,0,0
1688,16/06/2023 , 05:00:00,0,0
1689,16/06/2023 , 05:15:00,0,0
1690,16/06/2023 , 05:30:00,0,0
1691,16/06/2023 , 05:45:00,0,0
1692,16/06/2023 , 06:00:00,1,0.8
1693,16/06/2023 , 06:15:00,26,21.5
1694,16/06/2023 , 06:30:00,127,104.8
1695,16/06/2023 , 06:45:00,267,220.4
1696,16/06/2023 , 07:00:00,374,308.8
1697,16/06/2023 , 07:15:00,852,703.4
1698,16/06/2023 , 07:30:00,1365,1126.9
1699,16/06/2023 , 07:45:00,1992,1644.5
1700,16/06/2023 , 08:00:00,1424,1175.6
1701,16/06/2023 , 08:15:00,1846,1524
1702,16/06/2023 , 08:30:00,2754,2273.6
1703,16/06/2023 , 08:45:00,3248,2681.4
1704,16/06/2023 , 09:00:00,3797,3134.6
1705,16/06/2023 , 09:15:00,4371,3608.5
1706,16/06/2023 , 09:30:00,4963,4097.2
1707,16/06/2023 , 09:45:00,5581,4607.4
1708,16/06/2023 , 10:00:00,6148,5075.5
1709,16/06/2023 , 10:15:00,6723,5550.2
1710,16/06/2023 , 10:30:00,7273,6004.3
1711,16/06/2023 , 10:45:00,7815,6451.7
1712,16/06/2023 , 11:00:00,8332,6878.5
1713,16/06/2023 , 11:15:00,8889,7338.4
1714,16/06/2023 , 11:30:00,9398,7758.6
1715,16/06/2023 , 11:45:00,9824,8110.3
1716,16/06/2023 , 12:00:00,10244,8457
1717,16/06/2023 , 12:15:00,10687,8822.7
1718,16/06/2023 , 12:30:00,10848,8955.7
1719,16/06/2023 , 12:45:00,11123,9182.7
1720,16/06/2023 , 13:00:00,11387,9400.6
1721,16/06/2023 , 13:15:00,11449,9451.8
1722,16/06/2023 , 13:30:00,11572,9553.4
1723,16/06/2023 , 13:45:00,11563,9545.9
1724,16/06/2023 , 14:00:00,11488,9484
1725,16/06/2023 , 14:15:00,11444,9447.7
1726,16/06/2023 , 14:30:00,11218,9261.1
1727,16/06/2023 , 14:45:00,10971,9057.2
1728,16/06/2023 , 15:00:00,10576,8731.1
1729,16/06/2023 , 15:15:00,10272,8480.1
1730,16/06/2023 , 15:30:00,9815,8102.8
1731,16/06/2023 , 15:45:00,9372,7737.1
1732,16/06/2023 , 16:00:00,8836,7294.6
1733,16/06/2023 , 16:15:00,8145,6724.2
1734,16/06/2023 , 16:30:00,7536,6221.4
1735,16/06/2023 , 16:45:00,6924,5716.2
1736,16/06/2023 , 17:00:00,6248,5158.1
1737,16/06/2023 , 17:15:00,5634,4651.2
1738,16/06/2023 , 17:30:00,5045,4164.9
1739,16/06/2023 , 17:45:00,4134,3412.9
1740,16/06/2023 , 18:00:00,3061,2527
1741,16/06/2023 , 18:15:00,2908,2400.7
1742,16/06/2023 , 18:30:00,2861,2361.9
1743,16/06/2023 , 18:45:00,2153,1777.4
1744,16/06/2023 , 19:00:00,1866,1540.5
1745,16/06/2023 , 19:15:00,1349,1113.7
1746,16/06/2023 , 19:30:00,1026,847
1747,16/06/2023 , 19:45:00,674,556.4
1748,16/06/2023 , 20:00:00,353,291.4
1749,16/06/2023 , 20:15:00,159,131.3
1750,16/06/2023 , 20:30:00,60,49.5
1751,16/06/2023 , 20:45:00,11,9.1
1752,16/06/2023 , 21:00:00,0,0
1753,16/06/2023 , 21:15:00,0,0
1754,16/06/2023 , 21:30:00,0,0
1755,16/06/2023 , 21:45:00,0,0
1756,16/06/2023 , 22:00:00,0,0
1757,16/06/2023 , 22:15:00,0,0
1758,16/06/2023 , 22:30:00,0,0
1759,16/06/2023 , 22:45:00,0,0
1760,16/06/2023 , 23:00:00,0,0
1761,16/06/2023 , 23:15:00,0,0
1762,16/06/2023 , 23:30:00,0,0
1763,16/06/2023 , 23:45:00,0,0
1764,16/06/2023 , 24:00:00,0,0
1765,17/06/2023 , 00:15:00,0,0
1766,17/06/2023 , 00:30:00,0,0
1767,17/06/2023 , 00:45:00,0,0
1768,17/06/2023 , 01:00:00,0,0
1769,17/06/2023 , 01:15:00,0,0
1770,17/06/2023 , 01:30:00,0,0
1771,17/06/2023 , 01:45:00,0,0
1772,17/06/2023 , 02:00:00,0,0
1773,17/06/2023 , 02:15:00,0,0
1774,17/06/2023 , 02:30:00,0,0
1775,17/06/2023 , 02:45:00,0,0
1776,17/06/2023 , 03:00:00,0,0
1777,17/06/2023 , 03:15:00,0,0
1778,17/06/2023 , 03:30:00,0,0
1779,17/06/2023 , 03:45:00,0,0
1780,17/06/2023 , 04:00:00,0,0
1781,17/06/2023 , 04:15:00,0,0
1782,17/06/2023 , 04:30:00,0,0
1783,17/06/2023 , 04:45:00,0,0
1784,17/06/2023 , 05:00:00,0,0
1785,17/06/2023 , 05:15:00,0,0
1786,17/06/2023 , 05:30:00,0,0
1787,17/06/2023 , 05:45:00,0,0
1788,17/06/2023 , 06:00:00,0,0
1789,17/06/2023 , 06:15:00,20,16.5
1790,17/06/2023 , 06:30:00,87,71.8
1791,17/06/2023 , 06:45:00,215,177.5
1792,17/06/2023 , 07:00:00,349,288.1
1793,17/06/2023 , 07:15:00,544,449.1
1794,17/06/2023 , 07:30:00,906,748
1795,17/06/2023 , 07:45:00,1337,1103.8
1796,17/06/2023 , 08:00:00,1869,1543
1797,17/06/2023 , 08:15:00,1730,1428.2
1798,17/06/2023 , 08:30:00,1798,1484.4
1799,17/06/2023 , 08:45:00,1554,1282.9
1800,17/06/2023 , 09:00:00,3083,2545.2
1801,17/06/2023 , 09:15:00,2906,2399.1
1802,17/06/2023 , 09:30:00,4293,3544.1
1803,17/06/2023 , 09:45:00,5256,4339.1
1804,17/06/2023 , 10:00:00,4640,3830.6
1805,17/06/2023 , 10:15:00,3745,3091.7
1806,17/06/2023 , 10:30:00,3825,3157.8
1807,17/06/2023 , 10:45:00,3237,2672.3
1808,17/06/2023 , 11:00:00,1993,1645.3
1809,17/06/2023 , 11:15:00,920,759.5
1810,17/06/2023 , 11:30:00,609,502.8
1811,17/06/2023 , 11:45:00,517,426.8
1812,17/06/2023 , 12:00:00,678,559.7
1813,17/06/2023 , 12:15:00,1699,1402.6
1814,17/06/2023 , 12:30:00,3593,2966.2
1815,17/06/2023 , 12:45:00,766,632.4
1816,17/06/2023 , 13:00:00,503,415.3
1817,17/06/2023 , 13:15:00,398,328.6
1818,17/06/2023 , 13:30:00,383,316.2
1819,17/06/2023 , 13:45:00,422,348.4
1820,17/06/2023 , 14:00:00,951,785.1
1821,17/06/2023 , 14:15:00,3408,2813.5
1822,17/06/2023 , 14:30:00,5262,4344.1
1823,17/06/2023 , 14:45:00,3123,2578.2
1824,17/06/2023 , 15:00:00,1473,1216
1825,17/06/2023 , 15:15:00,1518,1253.2
1826,17/06/2023 , 15:30:00,1854,1530.6
1827,17/06/2023 , 15:45:00,1262,1041.9
1828,17/06/2023 , 16:00:00,1789,1476.9
1829,17/06/2023 , 16:15:00,3856,3183.4
1830,17/06/2023 , 16:30:00,2957,2441.2
1831,17/06/2023 , 16:45:00,3592,2965.4
1832,17/06/2023 , 17:00:00,4706,3885.1
1833,17/06/2023 , 17:15:00,4584,3784.4
1834,17/06/2023 , 17:30:00,2725,2249.6
1835,17/06/2023 , 17:45:00,3657,3019.1
1836,17/06/2023 , 18:00:00,1397,1153.3
1837,17/06/2023 , 18:15:00,1136,937.8
1838,17/06/2023 , 18:30:00,684,564.7
1839,17/06/2023 , 18:45:00,982,810.7
1840,17/06/2023 , 19:00:00,1091,900.7
1841,17/06/2023 , 19:15:00,1439,1188
1842,17/06/2023 , 19:30:00,957,790.1
1843,17/06/2023 , 19:45:00,674,556.4
1844,17/06/2023 , 20:00:00,470,388
1845,17/06/2023 , 20:15:00,237,195.7
1846,17/06/2023 , 20:30:00,58,47.9
1847,17/06/2023 , 20:45:00,8,6.6
1848,17/06/2023 , 21:00:00,0,0
1849,17/06/2023 , 21:15:00,0,0
1850,17/06/2023 , 21:30:00,0,0
1851,17/06/2023 , 21:45:00,0,0
1852,17/06/2023 , 22:00:00,0,0
1853,17/06/2023 , 22:15:00,0,0
1854,17/06/2023 , 22:30:00,0,0
1855,17/06/2023 , 22:45:00,0,0
1856,17/06/2023 , 23:00:00,0,0
1857,17/06/2023 , 23:15:00,0,0
1858,17/06/2023 , 23:30:00,0,0
1859,17/06/2023 , 23:45:00,0,0
1860,17/06/2023 , 24:00:00,0,0
1861,18/06/2023 , 00:15:00,0,0
1862,18/06/2023 , 00:30:00,0,0
1863,18/06/2023 , 00:45:00,0,0
1864,18/06/2023 , 01:00:00,0,0
1865,18/06/2023 , 01:15:00,0,0
1866,18/06/2023 , 01:30:00,0,0
1867,18/06/2023 , 01:45:00,0,0
1868,18/06/2023 , 02:00:00,0,0
1869,18/06/2023 , 02:15:00,0,0
1870,18/06/2023 , 02:30:00,0,0
1871,18/06/2023 , 02:45:00,0,0
1872,18/06/2023 , 03:00:00,0,0
1873,18/06/2023 , 03:15:00,0,0
1874,18/06/2023 , 03:30:00,0,0
1875,18/06/2023 , 03:45:00,0,0
1876,18/06/2023 , 04:00:00,0,0
1877,18/06/2023 , 04:15:00,0,0
1878,18/06/2023 , 04:30:00,0,0
1879,18/06/2023 , 04:45:00,0,0
1880,18/06/2023 , 05:00:00,0,0
1881,18/06/2023 , 05:15:00,0,0
1882,18/06/2023 , 05:30:00,0,0
1883,18/06/2023 , 05:45:00,0,0
1884,18/06/2023 , 06:00:00,0,0
1885,18/06/2023 , 06:15:00,19,15.7
1886,18/06/2023 , 06:30:00,92,76
1887,18/06/2023 , 06:45:00,166,137
1888,18/06/2023 , 07:00:00,355,293.1
1889,18/06/2023 , 07:15:00,627,517.6
1890,18/06/2023 , 07:30:00,878,724.8
1891,18/06/2023 , 07:45:00,1238,1022
1892,18/06/2023 , 08:00:00,1517,1252.4
1893,18/06/2023 , 08:15:00,1740,1436.5
1894,18/06/2023 , 08:30:00,2032,1677.5
1895,18/06/2023 , 08:45:00,2596,2143.1
1896,18/06/2023 , 09:00:00,2987,2465.9
1897,18/06/2023 , 09:15:00,3941,3253.5
1898,18/06/2023 , 09:30:00,4285,3537.5
1899,18/06/2023 , 09:45:00,3653,3015.8
1900,18/06/2023 , 10:00:00,3072,2536.1
1901,18/06/2023 , 10:15:00,4683,3866.1
1902,18/06/2023 , 10:30:00,7036,5808.6
1903,18/06/2023 , 10:45:00,5258,4340.8
1904,18/06/2023 , 11:00:00,4073,3362.5
1905,18/06/2023 , 11:15:00,6059,5002.1
1906,18/06/2023 , 11:30:00,3491,2882
1907,18/06/2023 , 11:45:00,3555,2934.9
1908,18/06/2023 , 12:00:00,5980,4936.8
1909,18/06/2023 , 12:15:00,9151,7554.7
1910,18/06/2023 , 12:30:00,4481,3699.3
1911,18/06/2023 , 12:45:00,3435,2835.8
1912,18/06/2023 , 13:00:00,3320,2740.9
1913,18/06/2023 , 13:15:00,3545,2926.6
1914,18/06/2023 , 13:30:00,3887,3208.9
1915,18/06/2023 , 13:45:00,4567,3770.3
1916,18/06/2023 , 14:00:00,4398,3630.8
1917,18/06/2023 , 14:15:00,4343,3585.4
1918,18/06/2023 , 14:30:00,4239,3499.5
1919,18/06/2023 , 14:45:00,4855,4008.1
1920,18/06/2023 , 15:00:00,6257,5165.5
1921,18/06/2023 , 15:15:00,5723,4724.7
1922,18/06/2023 , 15:30:00,3438,2838.3
1923,18/06/2023 , 15:45:00,3244,2678.1
1924,18/06/2023 , 16:00:00,4250,3508.6
1925,18/06/2023 , 16:15:00,5387,4447.3
1926,18/06/2023 , 16:30:00,4855,4008.1
1927,18/06/2023 , 16:45:00,4385,3620.1
1928,18/06/2023 , 17:00:00,3952,3262.6
1929,18/06/2023 , 17:15:00,4040,3335.3
1930,18/06/2023 , 17:30:00,3794,3132.2
1931,18/06/2023 , 17:45:00,3567,2944.8
1932,18/06/2023 , 18:00:00,2075,1713
1933,18/06/2023 , 18:15:00,1589,1311.8
1934,18/06/2023 , 18:30:00,1287,1062.5
1935,18/06/2023 , 18:45:00,1120,924.6
1936,18/06/2023 , 19:00:00,786,648.9
1937,18/06/2023 , 19:15:00,595,491.2
1938,18/06/2023 , 19:30:00,562,464
1939,18/06/2023 , 19:45:00,472,389.7
1940,18/06/2023 , 20:00:00,281,232
1941,18/06/2023 , 20:15:00,104,85.9
1942,18/06/2023 , 20:30:00,44,36.3
1943,18/06/2023 , 20:45:00,5,4.1
1944,18/06/2023 , 21:00:00,0,0
1945,18/06/2023 , 21:15:00,0,0
1946,18/06/2023 , 21:30:00,0,0
1947,18/06/2023 , 21:45:00,0,0
1948,18/06/2023 , 22:00:00,0,0
1949,18/06/2023 , 22:15:00,0,0
1950,18/06/2023 , 22:30:00,0,0
1951,18/06/2023 , 22:45:00,0,0
1952,18/06/2023 , 23:00:00,0,0
1953,18/06/2023 , 23:15:00,0,0
1954,18/06/2023 , 23:30:00,0,0
1955,18/06/2023 , 23:45:00,0,0
1956,18/06/2023 , 24:00:00,0,0
1957,19/06/2023 , 00:15:00,0,0
1958,19/06/2023 , 00:30:00,0,0
1959,19/06/2023 , 00:45:00,0,0
1960,19/06/2023 , 01:00:00,0,0
1961,19/06/2023 , 01:15:00,0,0
1962,19/06/2023 , 01:30:00,0,0
1963,19/06/2023 , 01:45:00,0,0
1964,19/06/2023 , 02:00:00,0,0
1965,19/06/2023 , 02:15:00,0,0
