"Plot Title: HOBO29_TPC_Repeat_Ambient_Light"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 20454826, SEN S/N: 20454826)","Intensity, Lux (LGR S/N: 20454826, SEN S/N: 20454826)"
1,09/21/23 08:50:00  PM,28.853,0.0
2,09/21/23 08:55:00  PM,29.452,0.0
3,09/21/23 09:00:00  PM,29.352,0.0
4,09/21/23 09:05:00  PM,29.452,0.0
5,09/21/23 09:10:00  PM,29.452,0.0
6,09/21/23 09:15:00  PM,29.352,0.0
7,09/21/23 09:20:00  PM,29.552,0.0
8,09/21/23 09:25:00  PM,29.452,0.0
9,09/21/23 09:30:00  PM,29.452,0.0
10,09/21/23 09:35:00  PM,29.552,0.0
11,09/21/23 09:40:00  PM,29.352,0.0
12,09/21/23 09:45:00  PM,29.452,0.0
13,09/21/23 09:50:00  PM,29.552,0.0
14,09/21/23 09:55:00  PM,29.352,0.0
15,09/21/23 10:00:00  PM,29.552,0.0
16,09/21/23 10:05:00  PM,29.452,0.0
17,09/21/23 10:10:00  PM,29.352,0.0
18,09/21/23 10:15:00  PM,29.552,0.0
19,09/21/23 10:20:00  PM,29.452,0.0
20,09/21/23 10:25:00  PM,29.452,0.0
21,09/21/23 10:30:00  PM,29.552,0.0
22,09/21/23 10:35:00  PM,29.352,0.0
23,09/21/23 10:40:00  PM,29.452,0.0
24,09/21/23 10:45:00  PM,29.452,0.0
25,09/21/23 10:50:00  PM,29.352,0.0
26,09/21/23 10:55:00  PM,29.552,0.0
27,09/21/23 11:00:00  PM,29.452,0.0
28,09/21/23 11:05:00  PM,29.452,0.0
29,09/21/23 11:10:00  PM,29.552,0.0
30,09/21/23 11:15:00  PM,29.352,0.0
31,09/21/23 11:20:00  PM,29.452,0.0
32,09/21/23 11:25:00  PM,29.452,0.0
33,09/21/23 11:30:00  PM,29.352,0.0
34,09/21/23 11:35:00  PM,29.552,0.0
35,09/21/23 11:40:00  PM,29.452,0.0
36,09/21/23 11:45:00  PM,29.452,0.0
37,09/21/23 11:50:00  PM,29.552,0.0
38,09/21/23 11:55:00  PM,29.352,0.0
39,09/22/23 12:00:00  AM,29.452,0.0
40,09/22/23 12:05:00  AM,29.552,0.0
41,09/22/23 12:10:00  AM,29.352,0.0
42,09/22/23 12:15:00  AM,29.552,0.0
43,09/22/23 12:20:00  AM,29.452,0.0
44,09/22/23 12:25:00  AM,29.452,0.0
45,09/22/23 12:30:00  AM,29.552,0.0
46,09/22/23 12:35:00  AM,29.452,0.0
47,09/22/23 12:40:00  AM,29.452,0.0
48,09/22/23 12:45:00  AM,29.552,0.0
49,09/22/23 12:50:00  AM,29.352,0.0
50,09/22/23 12:55:00  AM,29.552,0.0
51,09/22/23 01:00:00  AM,29.452,0.0
52,09/22/23 01:05:00  AM,29.352,0.0
53,09/22/23 01:10:00  AM,29.552,0.0
54,09/22/23 01:15:00  AM,29.452,0.0
55,09/22/23 01:20:00  AM,29.452,0.0
56,09/22/23 01:25:00  AM,29.552,0.0
57,09/22/23 01:30:00  AM,29.352,0.0
58,09/22/23 01:35:00  AM,29.452,0.0
59,09/22/23 01:40:00  AM,29.452,0.0
60,09/22/23 01:45:00  AM,29.352,0.0
61,09/22/23 01:50:00  AM,29.552,0.0
62,09/22/23 01:55:00  AM,29.452,0.0
63,09/22/23 02:00:00  AM,29.452,0.0
64,09/22/23 02:05:00  AM,29.552,0.0
65,09/22/23 02:10:00  AM,29.352,0.0
66,09/22/23 02:15:00  AM,29.452,0.0
67,09/22/23 02:20:00  AM,29.552,0.0
68,09/22/23 02:25:00  AM,29.352,0.0
69,09/22/23 02:30:00  AM,29.552,0.0
70,09/22/23 02:35:00  AM,29.452,0.0
71,09/22/23 02:40:00  AM,29.352,0.0
72,09/22/23 02:45:00  AM,29.552,0.0
73,09/22/23 02:50:00  AM,29.452,0.0
74,09/22/23 02:55:00  AM,29.452,0.0
75,09/22/23 03:00:00  AM,29.552,0.0
76,09/22/23 03:05:00  AM,29.352,0.0
77,09/22/23 03:10:00  AM,29.452,0.0
78,09/22/23 03:15:00  AM,29.452,0.0
79,09/22/23 03:20:00  AM,29.352,0.0
80,09/22/23 03:25:00  AM,29.552,0.0
81,09/22/23 03:30:00  AM,29.452,0.0
82,09/22/23 03:35:00  AM,29.452,0.0
83,09/22/23 03:40:00  AM,29.552,0.0
84,09/22/23 03:45:00  AM,29.352,0.0
85,09/22/23 03:50:00  AM,29.452,0.0
86,09/22/23 03:55:00  AM,29.552,0.0
87,09/22/23 04:00:00  AM,29.352,0.0
88,09/22/23 04:05:00  AM,29.552,0.0
89,09/22/23 04:10:00  AM,29.452,0.0
90,09/22/23 04:15:00  AM,29.352,0.0
91,09/22/23 04:20:00  AM,29.552,0.0
92,09/22/23 04:25:00  AM,29.452,0.0
93,09/22/23 04:30:00  AM,29.452,0.0
94,09/22/23 04:35:00  AM,29.552,0.0
95,09/22/23 04:40:00  AM,29.352,0.0
96,09/22/23 04:45:00  AM,29.452,0.0
97,09/22/23 04:50:00  AM,29.552,0.0
98,09/22/23 04:55:00  AM,29.352,0.0
99,09/22/23 05:00:00  AM,29.552,0.0
100,09/22/23 05:05:00  AM,29.452,0.0
101,09/22/23 05:10:00  AM,29.452,0.0
102,09/22/23 05:15:00  AM,29.552,0.0
103,09/22/23 05:20:00  AM,29.352,0.0
104,09/22/23 05:25:00  AM,29.452,0.0
105,09/22/23 05:30:00  AM,29.552,0.0
106,09/22/23 05:35:00  AM,29.352,0.0
107,09/22/23 05:40:00  AM,29.452,0.0
108,09/22/23 05:45:00  AM,29.452,0.0
109,09/22/23 05:50:00  AM,29.352,0.0
110,09/22/23 05:55:00  AM,29.552,0.0
111,09/22/23 06:00:00  AM,29.452,0.0
112,09/22/23 06:05:00  AM,29.452,0.0
113,09/22/23 06:10:00  AM,29.552,0.0
114,09/22/23 06:15:00  AM,29.352,0.0
115,09/22/23 06:20:00  AM,29.452,0.0
116,09/22/23 06:25:00  AM,29.552,0.0
117,09/22/23 06:30:00  AM,29.352,0.0
118,09/22/23 06:35:00  AM,29.452,0.0
119,09/22/23 06:40:00  AM,29.452,0.0
120,09/22/23 06:45:00  AM,29.352,0.0
121,09/22/23 06:50:00  AM,29.552,0.0
122,09/22/23 06:55:00  AM,29.452,0.0
123,09/22/23 07:00:00  AM,29.452,21.5
124,09/22/23 07:05:00  AM,29.552,53.8
125,09/22/23 07:10:00  AM,29.352,86.1
126,09/22/23 07:15:00  AM,29.452,129.2
127,09/22/23 07:20:00  AM,29.552,183.0
128,09/22/23 07:25:00  AM,29.352,247.6
129,09/22/23 07:30:00  AM,29.552,322.9
130,09/22/23 07:35:00  AM,29.552,419.8
131,09/22/23 07:40:00  AM,29.352,473.6
132,09/22/23 07:45:00  AM,29.552,818.1
133,09/22/23 07:50:00  AM,29.452,559.7
134,09/22/23 07:55:00  AM,29.452,904.2
135,09/22/23 08:00:00  AM,29.552,1097.9
136,09/22/23 08:05:00  AM,29.452,947.2
137,09/22/23 08:10:00  AM,29.552,1550.0
138,09/22/23 08:15:00  AM,29.552,1550.0
139,09/22/23 08:20:00  AM,29.452,2755.6
140,09/22/23 08:25:00  AM,29.552,1894.5
141,09/22/23 08:30:00  AM,29.552,2497.2
142,09/22/23 08:35:00  AM,29.452,3444.5
143,09/22/23 08:40:00  AM,29.652,2927.8
144,09/22/23 08:45:00  AM,29.552,1280.9
145,09/22/23 08:50:00  AM,29.552,1980.6
146,09/22/23 08:55:00  AM,29.652,2497.2
147,09/22/23 09:00:00  AM,29.452,2066.7
148,09/22/23 09:05:00  AM,29.552,1980.6
149,09/22/23 09:10:00  AM,29.652,3444.5
150,09/22/23 09:15:00  AM,29.452,3444.5
151,09/22/23 09:20:00  AM,29.552,1636.1
152,09/22/23 09:25:00  AM,29.652,4133.4
153,09/22/23 09:30:00  AM,29.652,10677.8
154,09/22/23 09:35:00  AM,29.953,11022.3
155,09/22/23 09:40:00  AM,29.652,4133.4
156,09/22/23 09:45:00  AM,29.953,12400.1
157,09/22/23 09:50:00  AM,29.752,4994.5
158,09/22/23 09:55:00  AM,29.652,8611.2
159,09/22/23 10:00:00  AM,29.752,6200.0
160,09/22/23 10:05:00  AM,29.652,6544.5
161,09/22/23 10:10:00  AM,29.652,6544.5
162,09/22/23 10:15:00  AM,30.054,16533.4
163,09/22/23 10:20:00  AM,29.853,12400.1
164,09/22/23 10:25:00  AM,29.953,11022.3
165,09/22/23 10:30:00  AM,29.953,14466.8
166,09/22/23 10:35:00  AM,30.054,17911.2
167,09/22/23 10:40:00  AM,30.154,23422.4
168,09/22/23 10:45:00  AM,30.154,19977.9
169,09/22/23 10:50:00  AM,30.356,21355.7
170,09/22/23 10:55:00  AM,30.255,23422.4
171,09/22/23 11:00:00  AM,30.356,24800.2
172,09/22/23 11:05:00  AM,30.054,13089.0
173,09/22/23 11:10:00  AM,30.255,24800.2
174,09/22/23 11:15:00  AM,30.356,24800.2
175,09/22/23 11:20:00  AM,30.255,23422.4
176,09/22/23 11:25:00  AM,30.356,27555.7
177,09/22/23 11:30:00  AM,30.255,26178.0
178,09/22/23 11:35:00  AM,30.356,28933.5
179,09/22/23 11:40:00  AM,30.457,26178.0
180,09/22/23 11:45:00  AM,30.255,23422.4
181,09/22/23 11:50:00  AM,30.154,31689.1
182,09/22/23 11:55:00  AM,29.953,8266.7
183,09/22/23 12:00:00  PM,30.054,13089.0
184,09/22/23 12:05:00  PM,30.154,22044.6
185,09/22/23 12:10:00  PM,30.154,17222.3
186,09/22/23 12:15:00  PM,30.054,12400.1
187,09/22/23 12:20:00  PM,30.255,37200.2
188,09/22/23 12:25:00  PM,30.255,28933.5
189,09/22/23 12:30:00  PM,30.356,14466.8
190,09/22/23 12:35:00  PM,30.054,23422.4
191,09/22/23 12:40:00  PM,30.255,34444.7
192,09/22/23 12:45:00  PM,30.255,26178.0
193,09/22/23 12:50:00  PM,30.356,19977.9
194,09/22/23 12:55:00  PM,30.054,17222.3
195,09/22/23 01:00:00  PM,30.154,18600.1
196,09/22/23 01:05:00  PM,30.054,20666.8
197,09/22/23 01:10:00  PM,30.154,22044.6
198,09/22/23 01:15:00  PM,30.054,11711.2
199,09/22/23 01:20:00  PM,29.953,6544.5
200,09/22/23 01:25:00  PM,30.154,38578.0
201,09/22/23 01:30:00  PM,30.154,35822.5
202,09/22/23 01:35:00  PM,30.154,9644.5
203,09/22/23 01:40:00  PM,30.054,31689.1
204,09/22/23 01:45:00  PM,30.154,8611.2
205,09/22/23 01:50:00  PM,30.054,23422.4
206,09/22/23 01:55:00  PM,30.356,27555.7
207,09/22/23 02:00:00  PM,30.154,5166.7
208,09/22/23 02:05:00  PM,30.154,22044.6
209,09/22/23 02:10:00  PM,30.054,6200.0
210,09/22/23 02:15:00  PM,29.752,5166.7
211,09/22/23 02:20:00  PM,30.255,24800.2
212,09/22/23 02:25:00  PM,29.853,7233.4
213,09/22/23 02:30:00  PM,30.255,18600.1
214,09/22/23 02:35:00  PM,30.255,10677.8
215,09/22/23 02:40:00  PM,29.953,5511.1
216,09/22/23 02:45:00  PM,30.154,11711.2
217,09/22/23 02:50:00  PM,29.853,3444.5
218,09/22/23 02:55:00  PM,30.154,8611.2
219,09/22/23 03:00:00  PM,29.953,13777.9
220,09/22/23 03:05:00  PM,30.054,12400.1
221,09/22/23 03:10:00  PM,30.054,8266.7
222,09/22/23 03:15:00  PM,29.853,13089.0
223,09/22/23 03:20:00  PM,30.154,5166.7
224,09/22/23 03:25:00  PM,29.953,8611.2
225,09/22/23 03:30:00  PM,30.154,11022.3
226,09/22/23 03:35:00  PM,29.953,9300.1
227,09/22/23 03:40:00  PM,30.054,9644.5
228,09/22/23 03:45:00  PM,30.054,8611.2
229,09/22/23 03:50:00  PM,29.652,3272.2
230,09/22/23 03:55:00  PM,29.953,4305.6
231,09/22/23 04:00:00  PM,29.752,3444.5
232,09/22/23 04:05:00  PM,29.953,8266.7
233,09/22/23 04:10:00  PM,29.752,6544.5
234,09/22/23 04:15:00  PM,29.953,8611.2
235,09/22/23 04:20:00  PM,29.652,5511.1
236,09/22/23 04:25:00  PM,29.752,3100.0
237,09/22/23 04:30:00  PM,29.652,4477.8
238,09/22/23 04:35:00  PM,29.853,5338.9
239,09/22/23 04:40:00  PM,29.552,2669.5
240,09/22/23 04:45:00  PM,29.752,5338.9
241,09/22/23 04:50:00  PM,29.552,6200.0
242,09/22/23 04:55:00  PM,29.853,4305.6
243,09/22/23 05:00:00  PM,29.552,4994.5
244,09/22/23 05:05:00  PM,29.853,5338.9
245,09/22/23 05:10:00  PM,29.552,2927.8
246,09/22/23 05:15:00  PM,29.752,5511.1
247,09/22/23 05:20:00  PM,29.552,1722.2
248,09/22/23 05:25:00  PM,29.752,1894.5
249,09/22/23 05:30:00  PM,29.452,1636.1
250,09/22/23 05:35:00  PM,29.752,1980.6
251,09/22/23 05:40:00  PM,29.452,2927.8
252,09/22/23 05:45:00  PM,29.752,2927.8
253,09/22/23 05:50:00  PM,29.452,2325.0
254,09/22/23 05:55:00  PM,29.752,2927.8
255,09/22/23 06:00:00  PM,29.452,2583.4
256,09/22/23 06:05:00  PM,29.752,2238.9
257,09/22/23 06:10:00  PM,29.452,2755.6
258,09/22/23 06:15:00  PM,29.652,1636.1
259,09/22/23 06:20:00  PM,29.452,2497.2
260,09/22/23 06:25:00  PM,29.652,1044.1
261,09/22/23 06:30:00  PM,29.352,968.8
262,09/22/23 06:35:00  PM,29.652,667.4
263,09/22/23 06:40:00  PM,29.352,753.5
264,09/22/23 06:45:00  PM,29.652,678.1
265,09/22/23 06:50:00  PM,29.352,1033.3
266,09/22/23 06:55:00  PM,29.652,366.0
267,09/22/23 07:00:00  PM,29.352,344.4
268,09/22/23 07:05:00  PM,29.652,183.0
269,09/22/23 07:10:00  PM,29.352,96.9
270,09/22/23 07:15:00  PM,29.552,53.8
271,09/22/23 07:20:00  PM,29.352,21.5
272,09/22/23 07:25:00  PM,29.552,0.0
273,09/22/23 07:30:00  PM,29.352,0.0
274,09/22/23 07:35:00  PM,29.552,0.0
275,09/22/23 07:40:00  PM,29.352,0.0
276,09/22/23 07:45:00  PM,29.552,0.0
277,09/22/23 07:50:00  PM,29.352,0.0
278,09/22/23 07:55:00  PM,29.552,21.5
279,09/22/23 08:00:00  PM,29.352,10.8
280,09/22/23 08:05:00  PM,29.552,21.5
281,09/22/23 08:10:00  PM,29.452,21.5
282,09/22/23 08:15:00  PM,29.552,21.5
283,09/22/23 08:20:00  PM,29.452,21.5
284,09/22/23 08:25:00  PM,29.552,0.0
285,09/22/23 08:30:00  PM,29.452,0.0
286,09/22/23 08:35:00  PM,29.452,0.0
287,09/22/23 08:40:00  PM,29.452,0.0
288,09/22/23 08:45:00  PM,29.452,0.0
289,09/22/23 08:50:00  PM,29.452,0.0
290,09/22/23 08:55:00  PM,29.452,0.0
291,09/22/23 09:00:00  PM,29.552,0.0
292,09/22/23 09:05:00  PM,29.452,0.0
293,09/22/23 09:10:00  PM,29.552,0.0
294,09/22/23 09:15:00  PM,29.452,0.0
295,09/22/23 09:20:00  PM,29.552,0.0
296,09/22/23 09:25:00  PM,29.452,0.0
297,09/22/23 09:30:00  PM,29.552,0.0
298,09/22/23 09:35:00  PM,29.352,0.0
299,09/22/23 09:40:00  PM,29.652,0.0
300,09/22/23 09:45:00  PM,29.352,0.0
301,09/22/23 09:50:00  PM,29.652,0.0
302,09/22/23 09:55:00  PM,29.352,0.0
303,09/22/23 10:00:00  PM,29.652,0.0
304,09/22/23 10:05:00  PM,29.352,0.0
305,09/22/23 10:10:00  PM,29.652,0.0
306,09/22/23 10:15:00  PM,29.352,0.0
307,09/22/23 10:20:00  PM,29.652,0.0
308,09/22/23 10:25:00  PM,29.352,0.0
309,09/22/23 10:30:00  PM,29.552,0.0
310,09/22/23 10:35:00  PM,29.352,0.0
311,09/22/23 10:40:00  PM,29.552,0.0
312,09/22/23 10:45:00  PM,29.352,0.0
313,09/22/23 10:50:00  PM,29.552,0.0
314,09/22/23 10:55:00  PM,29.352,0.0
315,09/22/23 11:00:00  PM,29.552,0.0
316,09/22/23 11:05:00  PM,29.352,0.0
317,09/22/23 11:10:00  PM,29.552,0.0
318,09/22/23 11:15:00  PM,29.352,0.0
319,09/22/23 11:20:00  PM,29.552,0.0
320,09/22/23 11:25:00  PM,29.352,0.0
321,09/22/23 11:30:00  PM,29.552,0.0
322,09/22/23 11:35:00  PM,29.452,0.0
323,09/22/23 11:40:00  PM,29.552,0.0
324,09/22/23 11:45:00  PM,29.452,0.0
325,09/22/23 11:50:00  PM,29.552,0.0
326,09/22/23 11:55:00  PM,29.452,0.0
327,09/23/23 12:00:00  AM,29.552,0.0
328,09/23/23 12:05:00  AM,29.452,0.0
329,09/23/23 12:10:00  AM,29.452,0.0
330,09/23/23 12:15:00  AM,29.452,0.0
331,09/23/23 12:20:00  AM,29.452,0.0
332,09/23/23 12:25:00  AM,29.452,0.0
333,09/23/23 12:30:00  AM,29.452,0.0
334,09/23/23 12:35:00  AM,29.552,0.0
335,09/23/23 12:40:00  AM,29.452,0.0
336,09/23/23 12:45:00  AM,29.552,0.0
337,09/23/23 12:50:00  AM,29.452,0.0
338,09/23/23 12:55:00  AM,29.552,0.0
339,09/23/23 01:00:00  AM,29.452,0.0
340,09/23/23 01:05:00  AM,29.552,0.0
341,09/23/23 01:10:00  AM,29.452,0.0
342,09/23/23 01:15:00  AM,29.552,0.0
343,09/23/23 01:20:00  AM,29.452,0.0
344,09/23/23 01:25:00  AM,29.552,0.0
345,09/23/23 01:30:00  AM,29.452,0.0
346,09/23/23 01:35:00  AM,29.552,0.0
347,09/23/23 01:40:00  AM,29.352,0.0
348,09/23/23 01:45:00  AM,29.652,0.0
349,09/23/23 01:50:00  AM,29.352,0.0
350,09/23/23 01:55:00  AM,29.652,0.0
351,09/23/23 02:00:00  AM,29.352,0.0
352,09/23/23 02:05:00  AM,29.652,0.0
353,09/23/23 02:10:00  AM,29.352,0.0
354,09/23/23 02:15:00  AM,29.652,0.0
355,09/23/23 02:20:00  AM,29.352,0.0
356,09/23/23 02:25:00  AM,29.652,0.0
357,09/23/23 02:30:00  AM,29.352,0.0
358,09/23/23 02:35:00  AM,29.652,0.0
359,09/23/23 02:40:00  AM,29.352,0.0
360,09/23/23 02:45:00  AM,29.652,0.0
361,09/23/23 02:50:00  AM,29.352,0.0
362,09/23/23 02:55:00  AM,29.652,0.0
363,09/23/23 03:00:00  AM,29.352,0.0
364,09/23/23 03:05:00  AM,29.552,0.0
365,09/23/23 03:10:00  AM,29.352,0.0
366,09/23/23 03:15:00  AM,29.552,0.0
367,09/23/23 03:20:00  AM,29.352,0.0
368,09/23/23 03:25:00  AM,29.552,0.0
369,09/23/23 03:30:00  AM,29.352,0.0
370,09/23/23 03:35:00  AM,29.552,0.0
371,09/23/23 03:40:00  AM,29.452,0.0
372,09/23/23 03:45:00  AM,29.552,0.0
373,09/23/23 03:50:00  AM,29.452,0.0
374,09/23/23 03:55:00  AM,29.552,0.0
375,09/23/23 04:00:00  AM,29.452,0.0
376,09/23/23 04:05:00  AM,29.552,0.0
377,09/23/23 04:10:00  AM,29.452,0.0
378,09/23/23 04:15:00  AM,29.452,0.0
379,09/23/23 04:20:00  AM,29.452,0.0
380,09/23/23 04:25:00  AM,29.452,0.0
381,09/23/23 04:30:00  AM,29.452,0.0
382,09/23/23 04:35:00  AM,29.452,0.0
383,09/23/23 04:40:00  AM,29.552,0.0
384,09/23/23 04:45:00  AM,29.452,0.0
385,09/23/23 04:50:00  AM,29.552,0.0
386,09/23/23 04:55:00  AM,29.452,0.0
387,09/23/23 05:00:00  AM,29.552,0.0
388,09/23/23 05:05:00  AM,29.452,0.0
389,09/23/23 05:10:00  AM,29.552,0.0
390,09/23/23 05:15:00  AM,29.452,0.0
391,09/23/23 05:20:00  AM,29.552,0.0
392,09/23/23 05:25:00  AM,29.452,0.0
393,09/23/23 05:30:00  AM,29.552,0.0
394,09/23/23 05:35:00  AM,29.352,0.0
395,09/23/23 05:40:00  AM,29.552,0.0
