"Plot Title: HOBO12"
"#","Date Time, GMT-03:00","Temp, °C (LGR S/N: 9786162, SEN S/N: 9786162)","Intensity, Lux (LGR S/N: 9786162, SEN S/N: 9786162)","Coupler Attached (LGR S/N: 9786162)","Host Connected (LGR S/N: 9786162)","End Of File (LGR S/N: 9786162)"
1,08/06/23 01:00:00 PM,29.053,10677.8,,,
2,08/06/23 01:05:00 PM,29.053,12400.1,,,
3,08/06/23 01:10:00 PM,29.352,19289.0,,,
4,08/06/23 01:15:00 PM,30.255,44089.2,,,
5,08/06/23 01:20:00 PM,30.457,33066.9,,,
6,08/06/23 01:25:00 PM,29.652,15155.7,,,
7,08/06/23 01:30:00 PM,29.452,18600.1,,,
8,08/06/23 01:35:00 PM,29.552,14466.8,,,
9,08/06/23 01:40:00 PM,29.853,28933.5,,,
10,08/06/23 01:45:00 PM,30.760,55111.5,,,
11,08/06/23 01:50:00 PM,30.558,42711.4,,,
12,08/06/23 01:55:00 PM,30.862,34444.7,,,
13,08/06/23 02:00:00 PM,30.154,17222.3,,,
14,08/06/23 02:05:00 PM,30.356,30311.3,,,
15,08/06/23 02:10:00 PM,30.558,28933.5,,,
16,08/06/23 02:15:00 PM,30.558,34444.7,,,
17,08/06/23 02:20:00 PM,30.558,39955.8,,,
18,08/06/23 02:25:00 PM,30.356,26178.0,,,
19,08/06/23 02:30:00 PM,30.356,23422.4,,,
20,08/06/23 02:35:00 PM,30.054,19289.0,,,
21,08/06/23 02:40:00 PM,30.862,44089.2,,,
22,08/06/23 02:45:00 PM,29.953,12400.1,,,
23,08/06/23 02:50:00 PM,29.953,10677.8,,,
24,08/06/23 02:55:00 PM,29.652,11022.3,,,
25,08/06/23 03:00:00 PM,29.552,8266.7,,,
26,08/06/23 03:05:00 PM,29.252,5511.1,,,
27,08/06/23 03:10:00 PM,29.152,4650.0,,,
28,08/06/23 03:15:00 PM,29.152,5338.9,,,
29,08/06/23 03:20:00 PM,29.352,8611.2,,,
30,08/06/23 03:25:00 PM,29.552,10333.4,,,
31,08/06/23 03:30:00 PM,29.452,7233.4,,,
32,08/06/23 03:35:00 PM,29.352,7233.4,,,
33,08/06/23 03:40:00 PM,29.252,5166.7,,,
34,08/06/23 03:45:00 PM,29.152,4477.8,,,
35,08/06/23 03:50:00 PM,29.152,4477.8,,,
36,08/06/23 03:55:00 PM,29.252,5338.9,,,
37,08/06/23 04:00:00 PM,29.152,4477.8,,,
38,08/06/23 04:05:00 PM,29.152,3788.9,,,
39,08/06/23 04:10:00 PM,29.152,4650.0,,,
40,08/06/23 04:15:00 PM,29.152,5338.9,,,
41,08/06/23 04:20:00 PM,29.152,5166.7,,,
42,08/06/23 04:25:00 PM,29.252,6200.0,,,
43,08/06/23 04:30:00 PM,29.053,2583.4,,,
44,08/06/23 04:35:00 PM,29.053,2755.6,,,
45,08/06/23 04:40:00 PM,29.053,2583.4,,,
46,08/06/23 04:45:00 PM,29.053,2927.8,,,
47,08/06/23 04:50:00 PM,29.053,3100.0,,,
48,08/06/23 04:55:00 PM,29.152,3444.5,,,
49,08/06/23 05:00:00 PM,29.152,5166.7,,,
50,08/06/23 05:05:00 PM,29.352,5166.7,,,
51,08/06/23 05:10:00 PM,29.252,3616.7,,,
52,08/06/23 05:15:00 PM,29.152,3100.0,,,
53,08/06/23 05:20:00 PM,29.152,2927.8,,,
54,08/06/23 05:25:00 PM,29.152,3100.0,,,
55,08/06/23 05:30:00 PM,29.152,2927.8,,,
56,08/06/23 05:35:00 PM,29.053,1463.9,,,
57,08/06/23 05:40:00 PM,29.053,1894.5,,,
58,08/06/23 05:45:00 PM,28.953,871.9,,,
59,08/06/23 05:50:00 PM,28.953,1345.5,,,
60,08/06/23 05:55:00 PM,28.953,1550.0,,,
61,08/06/23 06:00:00 PM,28.953,1722.2,,,
62,08/06/23 06:05:00 PM,29.053,1722.2,,,
63,08/06/23 06:10:00 PM,29.053,1550.0,,,
64,08/06/23 06:15:00 PM,29.053,1550.0,,,
65,08/06/23 06:20:00 PM,29.053,1463.9,,,
66,08/06/23 06:25:00 PM,28.953,1237.9,,,
67,08/06/23 06:30:00 PM,29.053,1463.9,,,
68,08/06/23 06:35:00 PM,29.053,1550.0,,,
69,08/06/23 06:40:00 PM,29.053,1463.9,,,
70,08/06/23 06:45:00 PM,28.953,1345.5,,,
71,08/06/23 06:50:00 PM,28.953,1162.5,,,
72,08/06/23 06:55:00 PM,28.953,785.8,,,
73,08/06/23 07:00:00 PM,28.953,839.6,,,
74,08/06/23 07:05:00 PM,28.953,656.6,,,
75,08/06/23 07:10:00 PM,28.953,731.9,,,
76,08/06/23 07:15:00 PM,28.357,904.2,,,
77,08/06/23 07:20:00 PM,28.159,775.0,,,
78,08/06/23 07:25:00 PM,28.060,516.7,,,
79,08/06/23 07:30:00 PM,28.060,527.4,,,
80,08/06/23 07:35:00 PM,28.060,484.4,,,
81,08/06/23 07:40:00 PM,28.060,376.7,,,
82,08/06/23 07:45:00 PM,27.961,258.3,,,
83,08/06/23 07:50:00 PM,28.060,183.0,,,
84,08/06/23 07:55:00 PM,28.159,139.9,,,
85,08/06/23 08:00:00 PM,27.961,86.1,,,
86,08/06/23 08:05:00 PM,28.060,32.3,,,
87,08/06/23 08:10:00 PM,28.159,0.0,,,
88,08/06/23 08:15:00 PM,27.961,0.0,,,
89,08/06/23 08:20:00 PM,28.060,0.0,,,
90,08/06/23 08:25:00 PM,28.159,0.0,,,
91,08/06/23 08:30:00 PM,27.961,0.0,,,
92,08/06/23 08:35:00 PM,28.060,0.0,,,
93,08/06/23 08:40:00 PM,28.159,0.0,,,
94,08/06/23 08:45:00 PM,28.060,0.0,,,
95,08/06/23 08:50:00 PM,27.961,0.0,,,
96,08/06/23 08:55:00 PM,28.060,0.0,,,
97,08/06/23 09:00:00 PM,28.159,0.0,,,
98,08/06/23 09:05:00 PM,27.961,0.0,,,
99,08/06/23 09:10:00 PM,28.060,0.0,,,
100,08/06/23 09:15:00 PM,28.159,0.0,,,
101,08/06/23 09:20:00 PM,27.961,0.0,,,
102,08/06/23 09:25:00 PM,28.060,0.0,,,
103,08/06/23 09:30:00 PM,28.159,0.0,,,
104,08/06/23 09:35:00 PM,28.060,0.0,,,
105,08/06/23 09:40:00 PM,27.961,0.0,,,
106,08/06/23 09:45:00 PM,28.060,0.0,,,
107,08/06/23 09:50:00 PM,28.159,0.0,,,
108,08/06/23 09:55:00 PM,27.961,0.0,,,
109,08/06/23 10:00:00 PM,28.060,0.0,,,
110,08/06/23 10:05:00 PM,28.159,0.0,,,
111,08/06/23 10:10:00 PM,27.961,0.0,,,
112,08/06/23 10:15:00 PM,28.060,0.0,,,
113,08/06/23 10:20:00 PM,28.060,0.0,,,
114,08/06/23 10:25:00 PM,28.060,0.0,,,
115,08/06/23 10:30:00 PM,27.961,0.0,,,
116,08/06/23 10:35:00 PM,27.961,0.0,,,
117,08/06/23 10:40:00 PM,28.060,0.0,,,
118,08/06/23 10:45:00 PM,28.060,0.0,,,
119,08/06/23 10:50:00 PM,28.060,0.0,,,
120,08/06/23 10:55:00 PM,28.159,0.0,,,
121,08/06/23 11:00:00 PM,28.159,0.0,,,
122,08/06/23 11:05:00 PM,27.961,0.0,,,
123,08/06/23 11:10:00 PM,27.961,0.0,,,
124,08/06/23 11:15:00 PM,27.961,0.0,,,
125,08/06/23 11:20:00 PM,28.060,0.0,,,
126,08/06/23 11:25:00 PM,28.060,0.0,,,
127,08/06/23 11:30:00 PM,28.159,0.0,,,
128,08/06/23 11:35:00 PM,28.159,0.0,,,
129,08/06/23 11:40:00 PM,27.961,0.0,,,
130,08/06/23 11:45:00 PM,27.961,0.0,,,
131,08/06/23 11:50:00 PM,27.961,0.0,,,
132,08/06/23 11:55:00 PM,28.060,0.0,,,
133,08/07/23 12:00:00 AM,28.159,0.0,,,
134,08/07/23 12:05:00 AM,28.159,0.0,,,
135,08/07/23 12:10:00 AM,28.060,0.0,,,
136,08/07/23 12:15:00 AM,27.961,0.0,,,
137,08/07/23 12:20:00 AM,27.961,0.0,,,
138,08/07/23 12:25:00 AM,28.060,0.0,,,
139,08/07/23 12:30:00 AM,28.159,0.0,,,
140,08/07/23 12:35:00 AM,28.258,0.0,,,
141,08/07/23 12:40:00 AM,27.961,0.0,,,
142,08/07/23 12:45:00 AM,27.961,0.0,,,
143,08/07/23 12:50:00 AM,28.060,0.0,,,
144,08/07/23 12:55:00 AM,28.159,0.0,,,
145,08/07/23 01:00:00 AM,28.060,0.0,,,
146,08/07/23 01:05:00 AM,27.961,0.0,,,
147,08/07/23 01:10:00 AM,28.060,0.0,,,
148,08/07/23 01:15:00 AM,28.060,0.0,,,
149,08/07/23 01:20:00 AM,28.159,0.0,,,
150,08/07/23 01:25:00 AM,27.961,0.0,,,
151,08/07/23 01:30:00 AM,27.961,0.0,,,
152,08/07/23 01:35:00 AM,28.060,0.0,,,
153,08/07/23 01:40:00 AM,28.159,0.0,,,
154,08/07/23 01:45:00 AM,27.961,0.0,,,
155,08/07/23 01:50:00 AM,27.961,0.0,,,
156,08/07/23 01:55:00 AM,28.060,0.0,,,
157,08/07/23 02:00:00 AM,28.159,0.0,,,
158,08/07/23 02:05:00 AM,27.961,0.0,,,
159,08/07/23 02:10:00 AM,27.961,0.0,,,
160,08/07/23 02:15:00 AM,28.060,0.0,,,
161,08/07/23 02:20:00 AM,28.258,0.0,,,
162,08/07/23 02:25:00 AM,27.961,0.0,,,
163,08/07/23 02:30:00 AM,27.961,0.0,,,
164,08/07/23 02:35:00 AM,28.060,0.0,,,
165,08/07/23 02:40:00 AM,28.159,0.0,,,
166,08/07/23 02:45:00 AM,27.961,0.0,,,
167,08/07/23 02:50:00 AM,27.961,0.0,,,
168,08/07/23 02:55:00 AM,28.060,0.0,,,
169,08/07/23 03:00:00 AM,28.159,0.0,,,
170,08/07/23 03:05:00 AM,27.961,0.0,,,
171,08/07/23 03:10:00 AM,27.961,0.0,,,
172,08/07/23 03:15:00 AM,28.060,0.0,,,
173,08/07/23 03:20:00 AM,28.159,0.0,,,
174,08/07/23 03:25:00 AM,27.961,0.0,,,
175,08/07/23 03:30:00 AM,27.961,0.0,,,
176,08/07/23 03:35:00 AM,28.060,0.0,,,
177,08/07/23 03:40:00 AM,28.159,0.0,,,
178,08/07/23 03:45:00 AM,27.961,0.0,,,
179,08/07/23 03:50:00 AM,28.060,0.0,,,
180,08/07/23 03:55:00 AM,28.060,0.0,,,
181,08/07/23 04:00:00 AM,28.159,0.0,,,
182,08/07/23 04:05:00 AM,27.961,0.0,,,
183,08/07/23 04:10:00 AM,27.961,0.0,,,
184,08/07/23 04:15:00 AM,28.060,0.0,,,
185,08/07/23 04:20:00 AM,28.159,0.0,,,
186,08/07/23 04:25:00 AM,28.060,0.0,,,
187,08/07/23 04:30:00 AM,27.961,0.0,,,
188,08/07/23 04:35:00 AM,28.060,0.0,,,
189,08/07/23 04:40:00 AM,28.159,0.0,,,
190,08/07/23 04:45:00 AM,28.060,0.0,,,
191,08/07/23 04:50:00 AM,27.961,0.0,,,
192,08/07/23 04:55:00 AM,28.060,0.0,,,
193,08/07/23 05:00:00 AM,28.159,0.0,,,
194,08/07/23 05:05:00 AM,28.060,0.0,,,
195,08/07/23 05:10:00 AM,27.961,0.0,,,
196,08/07/23 05:15:00 AM,28.060,0.0,,,
197,08/07/23 05:20:00 AM,28.060,0.0,,,
198,08/07/23 05:25:00 AM,28.159,0.0,,,
199,08/07/23 05:30:00 AM,27.961,0.0,,,
200,08/07/23 05:35:00 AM,27.961,0.0,,,
201,08/07/23 05:40:00 AM,28.060,0.0,,,
202,08/07/23 05:45:00 AM,28.159,0.0,,,
203,08/07/23 05:50:00 AM,27.961,0.0,,,
204,08/07/23 05:55:00 AM,27.961,0.0,,,
205,08/07/23 06:00:00 AM,28.060,0.0,,,
206,08/07/23 06:05:00 AM,28.159,0.0,,,
207,08/07/23 06:10:00 AM,28.159,0.0,,,
208,08/07/23 06:15:00 AM,27.961,0.0,,,
209,08/07/23 06:20:00 AM,28.060,0.0,,,
210,08/07/23 06:25:00 AM,28.060,0.0,,,
211,08/07/23 06:30:00 AM,28.159,0.0,,,
212,08/07/23 06:35:00 AM,27.961,10.8,,,
213,08/07/23 06:40:00 AM,27.961,43.1,,,
214,08/07/23 06:45:00 AM,28.060,96.9,,,
215,08/07/23 06:50:00 AM,28.159,236.8,,,
