Date,Experiment,Run,Run_total,colony_id,Species,Site,Tank,Chamber,Channel,Chamber_vol,Light_start,Light_stop,Light_temp,Dark_start,Dark_stop,Dark_temp,Light_level,Surface_area
20220928,Patch-rim,1,1,PAST-B0646,PAST,BB,1,1,1,582,12:37:00,12:57:00,29.2,13:02:00,13:22:00,29.2,125+3,1919.095
20220928,Thermal,1,1,PAST-A1017,PAST,BB,1,2,2,598,12:37:00,12:57:00,29.2,13:02:00,13:22:00,29.2,125+3,890.416
20220928,Thermal,1,1,MCAV-B0809,MCAV,BB,1,3,3,587,12:37:00,12:57:00,29.2,13:02:00,13:22:00,29.2,125+3,977.399
20220928,Thermal,1,1,MCAV-A0821,MCAV,BB,1,4,4,593,12:37:00,12:57:00,29.2,13:02:00,13:22:00,29.2,125+3,1172.879
20220928,Patch-rim,1,1,PAST-A0964,PAST,HR,1,5,5,593,12:37:00,12:57:00,29.2,13:02:00,13:22:00,29.2,125+3,1310.391
20220928,Thermal,1,1,PAST-B0980,PAST,BB,1,6,6,558,12:37:00,12:57:00,29.2,13:02:00,13:22:00,29.2,125+3,1908.315
20220928,Thermal,1,1,DLAB-C0850,DLAB,BB,1,7,7,553,12:37:00,12:57:00,29.2,13:02:00,13:22:00,29.2,125+3,976.973
20220928,Thermal,1,1,DLAB-A1007,DLAB,BB,1,8,8,586,12:37:00,12:57:00,29.2,13:02:00,13:22:00,29.2,125+3,1262.629
20220928,Thermal,2,2,DLAB-E0897,DLAB,BB,4,1,1,586,14:45:00,15:05:00,NA,15:09:00,15:29:00,29,125+3,983.247
20220928,Patch-rim,2,2,PAST-C0237,PAST,HR,1,2,2,588,14:45:00,15:05:00,NA,15:09:00,15:29:00,29,125+3,1364.259
20220928,Thermal,2,2,BLNK-BL001,BLANK,BB,NA,3,3,620,14:45:00,15:05:00,NA,15:09:00,15:29:00,29,125+3,
20220928,Patch-rim,2,2,PAST-C0212,PAST,BB,1,4,4,578,14:45:00,15:05:00,NA,15:09:00,15:29:00,29,125+3,1781.612
20220928,Thermal,2,2,MCAV-C0836,MCAV,BB,4,5,5,586,14:45:00,15:05:00,NA,15:09:00,15:29:00,29,125+3,1421.388
20220928,Patch-rim,2,2,PAST-D0923,PAST,BB,1,6,6,571,14:45:00,15:05:00,NA,15:09:00,15:29:00,29,125+3,1647.025
20220928,Patch-rim,2,2,PAST-B1034,PAST,HR,1,7,7,574,14:45:00,15:05:00,NA,15:09:00,15:29:00,29,125+3,1131.583
20220928,Patch-rim,2,2,PAST-A0605,PAST,BB,1,8,8,597,14:45:00,15:05:00,NA,15:09:00,15:29:00,29,125+3,1511.66
20220928,Patch-rim,3,3,PAST-G0634,PAST,BB,4,1,1,585,16:26:00,16:46:00,29,16:50:00,17:10:00,29.1,125+3,1182.539
20220928,Thermal,3,3,PAST-D0979,PAST,BB,4,2,2,581,16:26:00,16:46:00,29,16:50:00,17:10:00,29.1,125+3,2072.638
20220928,Thermal,3,3,DLAB-D1026,DLAB,BB,4,3,3,593,16:26:00,16:46:00,29,16:50:00,17:10:00,29.1,125+3,556.815
20220928,Patch-rim,3,3,PAST-F0553,PAST,HR,4,4,4,585,16:26:00,16:46:00,29,16:50:00,17:10:00,29.1,125+3,1557.009
20220928,Patch-rim,3,3,PAST-E0877,PAST,BB,4,5,5,565,16:26:00,16:46:00,29,16:50:00,17:10:00,29.1,125+3,1131.147
20220928,Patch-rim,3,3,PAST-E0965,PAST,HR,4,6,6,574,16:26:00,16:46:00,29,16:50:00,17:10:00,29.1,125+3,1637.807
20220928,Thermal,3,3,MCAV-D0623,MCAV,BB,4,7,7,583,16:26:00,16:46:00,29,16:50:00,17:10:00,29.1,125+3,1199.351
20220928,Patch-rim,3,3,PAST-D0573,PAST,HR,4,8,8,580,16:26:00,16:46:00,29,16:50:00,17:10:00,29.1,125+3,1331.111
20220929,Thermal,1,4,DLAB-F0975,DLAB,BB,5,1,1,582,10:05:00,10:25:00,29.3,10:29:00,10:49:00,29.3,100+3,817.94
20220929,Patch-rim,1,4,PAST-H0883,PAST,HR,5,2,2,560,10:05:00,10:25:00,29.3,10:29:00,10:49:00,29.3,100+3,1865.161
20220929,Thermal,1,4,BLNK-BL002,BLANK,BB,NA,3,3,692,10:05:00,10:25:00,29.3,10:29:00,10:49:00,29.3,100+3,
20220929,Patch-rim,1,4,PAST-J0960,PAST,BB,5,4,4,582,10:05:00,10:25:00,29.3,10:29:00,10:49:00,29.3,100+3,1081.298
20220929,Thermal,1,4,MCAV-E1009,MCAV,BB,5,5,5,568,10:05:00,10:25:00,29.3,10:29:00,10:49:00,29.3,100+3,959.468
20220929,Patch-rim,1,4,PAST-H0918,PAST,BB,5,6,6,574,10:05:00,10:25:00,29.3,10:29:00,10:49:00,29.3,100+3,1554.153
20220929,Thermal,1,4,PAST-C0701,PAST,BB,4,7,7,563,10:05:00,10:25:00,29.3,10:29:00,10:49:00,29.3,100+3,1093.829
20220929,Patch-rim,1,4,PAST-F0537,PAST,BB,4,8,8,576,10:05:00,10:25:00,29.3,10:29:00,10:49:00,29.3,100+3,1282.426
20220929,Patch-rim,2,5,PAST-I0675,PAST,HR,5,1,1,582,12:47:00,13:17:00,29.2,13:20:00,13:40:00,29.3,100+3,1359.158
20220929,Thermal,2,5,MCAV-F0951,MCAV,BB,5,2,2,580,12:47:00,13:17:00,29.2,13:20:00,13:40:00,29.3,100+3,1333.215
20220929,Thermal,2,5,PAST-F0886,PAST,BB,5,3,3,596,12:47:00,13:17:00,29.2,13:20:00,13:40:00,29.3,100+3,1399.004
20220929,Thermal,2,5,PAST-E0906,PAST,BB,5,4,4,592,12:47:00,13:17:00,29.2,13:20:00,13:40:00,29.3,100+3,907.814
20220929,Patch-rim,2,5,PAST-G0799,PAST,HR,5,5,5,584,12:47:00,13:17:00,29.2,13:20:00,13:40:00,29.3,100+3,982.174
20220929,Patch-rim,2,5,PAST-I0793,PAST,BB,5,6,6,590,12:47:00,13:17:00,29.2,13:20:00,13:40:00,29.3,100+3,1296.436
20220929,Thermal,3,6,DLAB-D0934,DLAB,BB,2,1,1,586,15:20:00,15:40:00,28.8,15:44:00,16:04:00,29.1,100+3,1279.31
20220929,Patch-rim,3,6,PAST-F0565,PAST,HR,2,2,2,578,15:20:00,15:40:00,28.8,15:44:00,16:04:00,29.1,100+3,1382.92
20220929,Thermal,3,6,PAST-C0009,PAST,BB,2,3,3,590,15:20:00,15:40:00,28.8,15:44:00,16:04:00,29.1,100+3,1486.223
20220929,Patch-rim,3,6,PAST-G0716,PAST,BB,2,4,4,578,15:20:00,15:40:00,28.8,15:44:00,16:04:00,29.1,100+3,1217.037
20220929,Thermal,3,6,MCAV-C0615,MCAV,BB,2,5,5,584,15:20:00,15:40:00,28.8,15:44:00,16:04:00,29.1,100+3,1232.422
20220929,Thermal,3,6,MCAV-D0516,MCAV,BB,2,6,6,580,15:20:00,15:40:00,28.8,15:44:00,16:04:00,29.1,100+3,1158.181
20220929,Thermal,3,6,DLAB-E0022,DLAB,BB,2,7,7,558,15:20:00,15:40:00,28.8,15:44:00,16:04:00,29.1,100+3,962.903
20220929,Patch-rim,3,6,PAST-E1003,PAST,BB,2,8,8,572,15:20:00,15:40:00,28.8,15:44:00,16:04:00,29.1,100+3,1293.215
20220929,Thermal,4,7,DLAB-C0473,DLAB,BB,3,1,1,582,16:53:00,17:13:00,28.7,17:17:00,17:37:00,29.2,100+3,558.513
20220929,Thermal,4,7,MCAV-B0778,MCAV,BB,3,2,2,594,16:53:00,17:13:00,28.7,17:17:00,17:37:00,29.2,100+3,864.024
20220929,Thermal,4,7,PAST-D0650,PAST,BB,2,3,3,590,16:53:00,17:13:00,28.7,17:17:00,17:37:00,29.2,100+3,878.105
20220929,Patch-rim,4,7,PAST-C1004,PAST,BB,3,4,4,596,16:53:00,17:13:00,28.7,17:17:00,17:37:00,29.2,100+3,1028.347
20220929,Thermal,4,7,MCAV-B0324,MCAV,BB,3,5,5,570,16:53:00,17:13:00,28.7,17:17:00,17:37:00,29.2,100+3,607.286
20220929,Patch-rim,4,7,PAST-F0643,PAST,BB,2,6,6,590,16:53:00,17:13:00,28.7,17:17:00,17:37:00,29.2,100+3,1551.641
20220929,Patch-rim,4,7,PAST-E0589,PAST,HR,2,7,7,572,16:53:00,17:13:00,28.7,17:17:00,17:37:00,29.2,100+3,1220.383
20220929,Patch-rim,4,7,PAST-B0577,PAST,BB,3,8,8,592,16:53:00,17:13:00,28.7,17:17:00,17:37:00,29.2,100+3,1056.635
20220930,Patch-rim,1,8,PAST-H0813,PAST,HR,6,1,1,583,9:26:00,9:46:00,29.1,9:51:00,10:11:00,28.7,100+3,835.416
20220930,Patch-rim,1,8,PAST-D1023,PAST,HR,2,2,2,582,9:26:00,9:46:00,29.1,9:51:00,10:11:00,28.7,100+3,1832.46
20220930,Thermal,1,8,DLAB-A0907,DLAB,BB,3,3,3,586,9:26:00,9:46:00,29.1,9:51:00,10:11:00,28.7,100+3,2050.31
20220930,Patch-rim,1,8,PAST-C1018,PAST,HR,3,4,4,576,9:26:00,9:46:00,29.1,9:51:00,10:11:00,28.7,100+3,1275.578
20220930,Patch-rim,1,8,PAST-A0819,PAST,BB,3,5,5,568,9:26:00,9:46:00,29.1,9:51:00,10:11:00,28.7,100+3,1764.106
20220930,Patch-rim,1,8,PAST-A0963,PAST,HR,3,6,6,582,9:26:00,9:46:00,29.1,9:51:00,10:11:00,28.7,100+3,1786.199
20220930,Patch-rim,1,8,PAST-D0639,PAST,BB,3,7,7,546,9:26:00,9:46:00,29.1,9:51:00,10:11:00,28.7,100+3,2184.392
20220930,Thermal,1,8,MCAV-A0375,MCAV,BB,3,8,8,588,9:26:00,9:46:00,29.1,9:51:00,10:11:00,28.7,100+3,1076.266
20220930,Patch-rim,2,9,PAST-J0222,PAST,HR,6,1,1,582,12:59:00,13:19:00,29.2,13:22:00,13:42:00,29.2,100+3,1389.449
20220930,Patch-rim,2,9,PAST-I0688,PAST,BB,6,2,2,574,12:59:00,13:19:00,29.2,13:22:00,13:42:00,29.2,100+3,1864.089
20220930,Thermal,2,9,MCAV-F0644,MCAV,BB,6,3,3,586,12:59:00,13:19:00,29.2,13:22:00,13:42:00,29.2,100+3,1235.49
20220930,Thermal,2,9,BLNK-BL003,BLANK,BB,NA,4,4,612,12:59:00,13:19:00,29.2,13:22:00,13:42:00,29.2,100+3,
20220930,Patch-rim,2,9,PAST-B0787,PAST,HR,3,5,5,564,12:59:00,13:19:00,29.2,13:22:00,13:42:00,29.2,100+3,1100.26
20220930,Thermal,2,9,PAST-A0554,PAST,BB,3,6,6,582,12:59:00,13:19:00,29.2,13:22:00,13:42:00,29.2,100+3,1259.366
20220930,Patch-rim,2,9,PAST-H0465,PAST,BB,6,7,7,562,12:59:00,13:19:00,29.2,13:22:00,13:42:00,29.2,100+3,1490.058
20220930,Thermal,2,9,PAST-B0492,PAST,BB,3,8,8,582,12:59:00,13:19:00,29.2,13:22:00,13:42:00,29.2,100+3,1365.981
20220930,Thermal,3,10,DLAB-F0607,DLAB,BB,6,1,1,588,14:28:00,14:48:00,29,14:51:00,15:11:00,29.4,100+3,844.343
20220930,Patch-rim,3,10,PAST-I0832,PAST,HR,6,2,2,576,14:28:00,14:48:00,29,14:51:00,15:11:00,29.4,100+3,1561.03
20220930,Thermal,3,10,PAST-F0482,PAST,BB,6,3,3,550,14:28:00,14:48:00,29,14:51:00,15:11:00,29.4,100+3,1221.667
20220930,Thermal,3,10,MCAV-E0670,MCAV,BB,6,4,4,586,14:28:00,14:48:00,29,14:51:00,15:11:00,29.4,100+3,784.102
20220930,Patch-rim,3,10,PAST-J0848,PAST,BB,6,5,5,582,14:28:00,14:48:00,29,14:51:00,15:11:00,29.4,100+3,1136.275
20220930,Thermal,3,10,PAST-E0563,PAST,BB,6,6,6,590,14:28:00,14:48:00,29,14:51:00,15:11:00,29.4,100+3,1077.159
20220930,Patch-rim,3,10,PAST-G0613,PAST,HR,6,8,8,582,14:28:00,14:48:00,29,14:51:00,15:11:00,29.4,100+3,1066.958
20220930,Thermal,4,11,DLAB-IDL01,DLAB,BB,in-situ,1,1,576,16:12:00,16:32:00,27.3,16:34:00,16:54:00,27.1,100+3,980.035
20220930,Thermal,4,11,MCAV-IMC03,MCAV,BB,in-situ,2,2,595,16:12:00,16:32:00,27.3,16:34:00,16:54:00,27.1,100+3,693.968
20220930,Thermal,4,11,MCAV-IMC04,MCAV,BB,in-situ,3,3,602,16:12:00,16:32:00,27.3,16:34:00,16:54:00,27.1,100+3,474.422
20220930,Thermal,4,11,PAST-IPA02,PAST,BB,in-situ,4,4,594,16:12:00,16:32:00,27.3,16:34:00,16:54:00,27.1,100+3,1756.77
20220930,Thermal,4,11,DLAB-IDL03,DLAB,BB,in-situ,5,5,558,16:12:00,16:32:00,27.3,16:34:00,16:54:00,27.1,100+3,1241.629
20220930,Thermal,4,11,MCAV-IMC02,MCAV,BB,in-situ,6,6,582,16:12:00,16:32:00,27.3,16:34:00,16:54:00,27.1,100+3,1039.842
20220930,Thermal,5,12,DLAB-IDL02,DLAB,BB,in-situ,1,1,590,17:36:00,17:56:00,27.8,17:58:00,18:18:00,27.6,100+3,1308.131
20220930,Thermal,5,12,PAST-IPA04,PAST,BB,in-situ,2,2,584,17:36:00,17:56:00,27.8,17:58:00,18:18:00,27.6,100+3,466.936
20220930,Thermal,5,12,DLAB-IDL04,DLAB,BB,in-situ,3,3,585,17:36:00,17:56:00,27.8,17:58:00,18:18:00,27.6,100+3,605.361
20220930,Thermal,5,12,MCAV-IMC01,MCAV,BB,in-situ,4,4,585,17:36:00,17:56:00,27.8,17:58:00,18:18:00,27.6,100+3,1039.756
20220930,Thermal,5,12,PAST-IPA01,PAST,BB,in-situ,5,5,576,17:36:00,17:56:00,27.8,17:58:00,18:18:00,27.6,100+3,1247.743
20220930,Thermal,5,12,PAST-IPA03,PAST,BB,in-situ,6,6,566,17:36:00,17:56:00,27.8,17:58:00,18:18:00,27.6,100+3,1143.315
20221012,Thermal,1,13,DLAB-E0758,DLAB,BB,2,1,1,590,10:34:00,10:54:00,29.6,10:57:00,11:17:00,29.3,100+4,994.039
20221012,Patch-rim,1,13,BLNK-BL004,BLANK,BB,NA,5,5,612,10:34:00,10:54:00,29.6,10:57:00,11:17:00,29.3,100+4,
20221012,Thermal,2,14,PAST-A0742,PAST,BB,3,1,1,594,13:04:00,13:24:00,29.1,13:27:00,13:47:00,29.1,100+4,719.917
20221012,Thermal,2,14,MCAV-D0004,MCAV,BB,2,2,2,588,13:04:00,13:24:00,29.1,13:27:00,13:47:00,29.1,100+4,765.467
20221012,Thermal,2,14,DLAB-A0498,DLAB,BB,3,3,3,592,13:04:00,13:24:00,29.1,13:27:00,13:47:00,29.1,100+4,992.938
20221012,Thermal,2,14,MCAV-C0752,MCAV,BB,2,4,4,584,13:04:00,13:24:00,29.1,13:27:00,13:47:00,29.1,100+4,1068.939
20221012,Thermal,2,14,PAST-B0013,PAST,BB,3,5,5,582,13:04:00,13:24:00,29.1,13:27:00,13:47:00,29.1,100+4,1267.557
20221012,Thermal,2,14,DLAB-D0321,DLAB,BB,2,6,6,591,13:04:00,13:24:00,29.1,13:27:00,13:47:00,29.1,100+4,738.91
20221012,Thermal,2,14,PAST-D0641,PAST,BB,2,7,7,582,13:04:00,13:24:00,29.1,13:27:00,13:47:00,29.1,100+4,918.198
20221012,Thermal,2,14,PAST-C0475,PAST,BB,2,8,8,590,13:04:00,13:24:00,29.1,13:27:00,13:47:00,29.1,100+4,1382.17
20221012,Thermal,3,15,MCAV-B0533,MCAV,BB,3,1,1,596,14:32:00,14:52:00,28.7,14:55:00,15:15:00,29,100+4,1287.487
20221012,Thermal,3,15,MCAV-E0658,MCAV,BB,6,2,2,588,14:32:00,14:52:00,28.7,14:55:00,15:15:00,29,100+4,803.28
20221012,Thermal,3,15,MCAV-F0505,MCAV,BB,6,3,3,580,14:32:00,14:52:00,28.7,14:55:00,15:15:00,29,100+4,1142.778
20221012,Thermal,3,15,PAST-F0626,PAST,BB,6,4,4,590,14:32:00,14:52:00,28.7,14:55:00,15:15:00,29,100+4,613.515
20221012,Thermal,3,15,PAST-E0998,PAST,BB,6,5,5,570,14:32:00,14:52:00,28.7,14:55:00,15:15:00,29,100+4,817.975
20221012,Thermal,3,15,DLAB-F0889,DLAB,BB,6,6,6,578,14:32:00,14:52:00,28.7,14:55:00,15:15:00,29,100+4,1471.11
20221012,Thermal,3,15,MCAV-A0631,MCAV,BB,3,7,7,574,14:32:00,14:52:00,28.7,14:55:00,15:15:00,29,100+4,1654.789
20221012,Thermal,3,15,DLAB-C0544,DLAB,BB,3,8,8,586,14:32:00,14:52:00,28.7,14:55:00,15:15:00,29,100+4,1168.604
20221013,Thermal,1,16,MCAV-B0865,MCAV,BB,1,1,1,591,9:42:00,10:02:00,30.9,10:06:00,10:26:00,31.2,100+4,782.222
20221013,Thermal,1,16,MCAV-E0869,MCAV,BB,5,2,2,582,9:42:00,10:02:00,30.9,10:06:00,10:26:00,31.2,100+4,1042.303
20221013,Thermal,1,16,BLNK-BL005,BLANK,BB,NA,3,3,616,9:42:00,10:02:00,30.9,10:06:00,10:26:00,31.2,100+4,
20221013,Thermal,1,16,DLAB-F1029,DLAB,BB,5,4,4,566,9:42:00,10:02:00,30.9,10:06:00,10:26:00,31.2,100+4,1275.147
20221013,Thermal,1,16,PAST-E0988,PAST,BB,5,5,5,593,9:42:00,10:02:00,30.9,10:06:00,10:26:00,31.2,100+4,797.03
20221013,Thermal,1,16,MCAV-F0966,MCAV,BB,5,6,6,568,9:42:00,10:02:00,30.9,10:06:00,10:26:00,31.2,100+4,1675.656
20221013,Thermal,1,16,DLAB-A0015,DLAB,BB,1,7,7,562,9:42:00,10:02:00,30.9,10:06:00,10:26:00,31.2,100+4,1168.696
20221013,Thermal,1,16,PAST-F0885,PAST,BB,5,8,8,595,9:42:00,10:02:00,30.9,10:06:00,10:26:00,31.2,100+4,1086.699
20221013,Thermal,2,17,MCAV-A0788,MCAV,BB,1,1,1,595,11:06:00,11:26:00,31.3,11:29:00,11:49:00,31.1,100+4,884.317
20221013,Thermal,2,17,MCAV-C0943,MCAV,BB,4,2,2,589,11:06:00,11:26:00,31.3,11:29:00,11:49:00,31.1,100+4,1219.391
20221013,Thermal,2,17,PAST-C0909,PAST,BB,4,3,3,579,11:06:00,11:26:00,31.3,11:29:00,11:49:00,31.1,100+4,1448.795
20221013,Thermal,2,17,MCAV-D0935,MCAV,BB,4,4,4,588,11:06:00,11:26:00,31.3,11:29:00,11:49:00,31.1,100+4,1138.208
20221013,Thermal,2,17,PAST-D0977,PAST,BB,4,5,5,591,11:06:00,11:26:00,31.3,11:29:00,11:49:00,31.1,100+4,866.334
20221013,Thermal,2,17,DLAB-D1000,DLAB,BB,4,6,6,595,11:06:00,11:26:00,31.3,11:29:00,11:49:00,31.1,100+4,686.466
20221013,Thermal,2,17,BLNK-BL006,BLANK,BB,NA,7,7,612,11:06:00,11:26:00,31.3,11:29:00,11:49:00,31.1,100+4,
20221013,Thermal,2,17,DLAB-E0961,DLAB,BB,4,8,8,590,11:06:00,11:26:00,31.3,11:29:00,11:49:00,31.1,100+4,986.772
20221013,Thermal,3,18,PAST-B0958,PAST,BB,1,1,1,582,13:02:00,13:22:00,30.7,13:24:00,13:44:00,31.1,100+4,1096.91
20221013,Thermal,3,18,BLNK-BL007,BLANK,BB,NA,3,3,618,13:02:00,13:22:00,30.7,13:24:00,13:44:00,31.1,100+4,
20221013,Thermal,3,18,PAST-A0937,PAST,BB,1,6,6,574,13:02:00,13:22:00,30.7,13:24:00,13:44:00,31.1,100+4,1642.604
20221013,Thermal,3,18,DLAB-C0849,DLAB,BB,1,8,8,583,13:02:00,13:22:00,30.7,13:24:00,13:44:00,31.1,100+4,1136.033
20221014,Thermal,1,19,MCAV-IMC05,MCAV,BB,in-situ,1,1,584,9:03:00,9:23:00,27.1,9:28:00,9:48:00,27.2,100+4,1227.304
20221014,Thermal,1,19,DLAB-IDL05,DLAB,BB,in-situ,2,2,573,9:03:00,9:23:00,27.1,9:28:00,9:48:00,27.2,100+4,1962.616
20221014,Thermal,1,19,PAST-IPA05,PAST,BB,in-situ,3,3,589,9:03:00,9:23:00,27.1,9:28:00,9:48:00,27.2,100+4,987.396
20221014,Thermal,1,19,BLNK-BL008,BLANK,BB,in-situ,4,4,612,9:03:00,9:23:00,27.1,9:28:00,9:48:00,27.2,100+4,
20221014,Thermal,1,19,PAST-IPA07,PAST,BB,in-situ,5,5,590,9:03:00,9:23:00,27.1,9:28:00,9:48:00,27.2,100+4,1536.921
20221014,Thermal,1,19,MCAV-IMC07,MCAV,BB,in-situ,7,7,600,9:03:00,9:23:00,27.1,9:28:00,9:48:00,27.2,100+4,444.072
20221014,Thermal,1,19,DLAB-IDL06,DLAB,BB,in-situ,8,8,586,9:03:00,9:23:00,27.1,9:28:00,9:48:00,27.2,100+4,949.157
20221014,Thermal,2,20,MCAV-IMC06,MCAV,BB,in-situ,1,1,593,11:57:00,12:17:00,27.2,12:21:00,12:41:00,missing info,100+4,446.146
20221014,Thermal,2,20,DLAB-IDL08,DLAB,BB,in-situ,2,2,554,11:57:00,12:17:00,27.2,12:21:00,12:41:00,missing info,100+4,1853.845
20221014,Thermal,2,20,PAST-IPA08,PAST,BB,in-situ,3,3,583,11:57:00,12:17:00,27.2,12:21:00,12:41:00,missing info,100+4,1141.742
20221014,Thermal,2,20,MCAV-IMC08,MCAV,BB,in-situ,4,4,585,11:57:00,12:17:00,27.2,12:21:00,12:41:00,missing info,100+4,347.14
20221014,Thermal,2,20,PAST-IPA06,PAST,BB,in-situ,5,5,560,11:57:00,12:17:00,27.2,12:21:00,12:41:00,missing info,100+4,1781.087
20221014,Thermal,2,20,BLNK-BL009,BLANK,BB,in-situ,6,6,610,11:57:00,12:17:00,27.2,12:21:00,12:41:00,missing info,100+4,
20221014,Thermal,2,20,DLAB-IDL07,DLAB,BB,in-situ,7,7,536,11:57:00,12:17:00,27.2,12:21:00,12:41:00,missing info,100+4,1782.826
20221019,Thermal,1,21,BLNK-BL010,BLANK,BB,2,1,1,610,10:18:00,10:38:00,29,10:41:00,11:01:00,missing info,100+4,
20221019,Thermal,1,21,PAST-D0405,PAST,BB,2,2,2,589,10:18:00,10:38:00,29,10:41:00,11:01:00,missing info,100+4,553.809
20221019,Thermal,1,21,MCAV-C0707,MCAV,BB,2,3,3,584,10:18:00,10:38:00,29,10:41:00,11:01:00,missing info,100+4,1127.483
20221019,Thermal,1,21,DLAB-D0876,DLAB,BB,2,4,4,592,10:18:00,10:38:00,29,10:41:00,11:01:00,missing info,100+4,1209.847
20221019,Thermal,1,21,MCAV-D0350,MCAV,BB,2,5,5,577,10:18:00,10:38:00,29,10:41:00,11:01:00,missing info,100+4,938.197
20221019,Thermal,1,21,PAST-A0240,PAST,BB,3,6,6,592,10:18:00,10:38:00,29,10:41:00,11:01:00,missing info,100+4,656.756
20221019,Thermal,1,21,PAST-C0008,PAST,BB,2,7,7,578,10:18:00,10:38:00,29,10:41:00,11:01:00,missing info,100+4,1762.507
20221019,Thermal,1,21,DLAB-E0874,DLAB,BB,2,8,8,589,10:18:00,10:38:00,29,10:41:00,11:01:00,missing info,100+4,1237.793
20221019,Thermal,2,22,MCAV-F0566,MCAV,BB,6,1,1,594,11:54:00,12:14:00,29,12:17:00,12:37:00,29,100+4,1107.333
20221019,Thermal,2,22,MCAV-A0481,MCAV,BB,3,2,2,597,11:54:00,12:14:00,29,12:17:00,12:37:00,29,100+4,573.203
20221019,Thermal,2,22,MCAV-B0084,MCAV,BB,3,3,3,588,11:54:00,12:14:00,29,12:17:00,12:37:00,29,100+4,939.188
20221019,Thermal,2,22,BLNK-BL011,BLANK,BB,NA,4,4,612,11:54:00,12:14:00,29,12:17:00,12:37:00,29,100+4,
20221019,Thermal,2,22,DLAB-C0679,DLAB,BB,3,5,5,586,11:54:00,12:14:00,29,12:17:00,12:37:00,29,100+4,971.832
20221019,Thermal,2,22,PAST-F0601,PAST,BB,6,6,6,594,11:54:00,12:14:00,29,12:17:00,12:37:00,29,100+4,688.716
20221019,Thermal,2,22,DLAB-F0096,DLAB,BB,6,7,7,579,11:54:00,12:14:00,29,12:17:00,12:37:00,29,100+4,1083.103
20221019,Thermal,2,22,PAST-B0101,PAST,BB,3,8,8,582,11:54:00,12:14:00,29,12:17:00,12:37:00,29,100+4,1701.242
20221019,Thermal,3,23,MCAV-E0229,MCAV,BB,6,1,1,584,13:04:00,13:24:00,28.8,13:26:00,13:46:00,28.8,100+4,1193.512
20221019,Thermal,3,23,PAST-E1008,PAST,BB,6,2,2,586,13:04:00,13:24:00,28.8,13:26:00,13:46:00,28.8,100+4,1128.287
20221019,Thermal,3,23,BLNK-BL012,BLANK,BB,NA,6,6,620,13:04:00,13:24:00,28.8,13:26:00,13:46:00,28.8,100+4,
20221020,Thermal,1,24,PAST-B0549,PAST,BB,1,2,2,586,10:02:00,10:22:00,31.1,10:25:00,10:45:00,31.1,100+4,1400.283
20221020,Thermal,1,24,BLNK-BL013,BLANK,BB,NA,3,3,612,10:02:00,10:22:00,31.1,10:25:00,10:45:00,31.1,100+4,
20221020,Thermal,1,24,MCAV-F0813,MCAV,BB,5,4,4,584,10:02:00,10:22:00,31.1,10:25:00,10:45:00,31.1,100+4,1610.624
20221020,Thermal,1,24,PAST-A0967,PAST,BB,1,5,5,588,10:02:00,10:22:00,31.1,10:25:00,10:45:00,31.1,100+4,660.767
20221020,Thermal,1,24,DLAB-C0016,DLAB,BB,1,6,6,590,10:02:00,10:22:00,31.1,10:25:00,10:45:00,31.1,100+4,786.364
20221020,Thermal,1,24,MCAV-A0895,MCAV,BB,1,7,7,574,10:02:00,10:22:00,31.1,10:25:00,10:45:00,31.1,100+4,904.453
20221020,Thermal,1,24,MCAV-B0747,MCAV,BB,1,8,8,582,10:02:00,10:22:00,31.1,10:25:00,10:45:00,31.1,100+4,1016.996
20221020,Thermal,2,25,PAST-C0629,PAST,BB,4,1,1,580,11:14:00,11:34:00,31,11:36:00,11:56:00,31,100+4,971.665
20221020,Thermal,2,25,MCAV-D0569,MCAV,BB,4,2,2,586,11:14:00,11:34:00,31,11:36:00,11:56:00,31,100+4,890.324
20221020,Thermal,2,25,PAST-D0284,PAST,BB,4,3,3,600,11:14:00,11:34:00,31,11:36:00,11:56:00,31,100+4,713.29
20221020,Thermal,2,25,BLNK-BL014,BLANK,BB,NA,4,4,650,11:14:00,11:34:00,31,11:36:00,11:56:00,31,100+4,
20221020,Thermal,2,25,MCAV-C0854,MCAV,BB,4,5,5,580,11:14:00,11:34:00,31,11:36:00,11:56:00,31,100+4,1206.014
20221020,Thermal,2,25,DLAB-D0019,DLAB,BB,4,6,6,594,11:14:00,11:34:00,31,11:36:00,11:56:00,31,100+4,843.303
20221020,Thermal,2,25,DLAB-E0616,DLAB,BB,4,7,7,588,11:14:00,11:34:00,31,11:36:00,11:56:00,31,100+4,799.191
20221020,Thermal,2,25,MCAV-E0775,MCAV,BB,5,8,8,588,11:14:00,11:34:00,31,11:36:00,11:56:00,31,100+4,1208.931
20221020,Thermal,3,26,BLNK-BL015,BLANK,BB,BLANK,1,1,620,12:18:00,12:38:00,31.2,12:41:00,13:01:00,31,100+4,
20221020,Thermal,3,26,PAST-E0840,PAST,BB,5,2,2,596,12:18:00,12:38:00,31.2,12:41:00,13:01:00,31,100+4,1573.283
20221020,Thermal,3,26,DLAB-F0917,DLAB,BB,5,3,3,594,12:18:00,12:38:00,31.2,12:41:00,13:01:00,31,100+4,548.922
